Driver,DriverNumber,LapNumber,LapTime_sec,Sector1Time_sec,Sector2Time_sec,Sector3Time_sec,SpeedI1,SpeedI2,SpeedFL,SpeedST,Stint,Compound,TyreLife,FreshTyre,PitOutTime_sec,PitInTime_sec,Position,IsPersonalBest,IsAccurate,Team
LAW,30,13.0,,,33.907,49.42,250.0,254.0,277.0,257.0,4.0,SOFT,1.0,True,3064.247,,,False,False,Racing Bulls
LAW,30,14.0,96.237,24.339,28.117,43.781,291.0,290.0,202.0,311.0,4.0,SOFT,2.0,True,,,,False,True,Racing Bulls
LAW,30,15.0,129.557,31.77,33.93,63.857,191.0,241.0,,154.0,4.0,SOFT,3.0,True,,3400.273,,False,False,Racing Bulls
LIN,41,1.0,,,33.332,48.161,236.0,241.0,274.0,246.0,1.0,SOFT,1.0,True,932.468,,,False,False,Racing Bulls
LIN,41,2.0,114.185,25.115,39.885,49.185,288.0,252.0,276.0,274.0,1.0,SOFT,2.0,True,,,,True,True,Racing Bulls
LIN,41,3.0,95.035,24.862,28.739,41.434,289.0,285.0,263.0,317.0,1.0,SOFT,3.0,True,,,,True,True,Racing Bulls
LIN,41,4.0,120.01,35.054,35.808,49.148,237.0,251.0,278.0,283.0,1.0,SOFT,4.0,True,,,,False,True,Racing Bulls
LIN,41,5.0,95.961,24.732,28.689,42.54,289.0,288.0,259.0,309.0,1.0,SOFT,5.0,True,,,,False,True,Racing Bulls
LIN,41,6.0,120.046,30.584,34.117,55.345,239.0,236.0,,243.0,1.0,SOFT,6.0,True,,1589.005,,False,False,Racing Bulls
LIN,41,7.0,,,33.847,59.125,247.0,258.0,278.0,243.0,2.0,SOFT,1.0,True,1753.388,,,False,False,Racing Bulls
LIN,41,8.0,93.906,24.542,28.461,40.903,291.0,288.0,258.0,316.0,2.0,SOFT,2.0,True,,,,True,True,Racing Bulls
LIN,41,9.0,120.621,31.481,33.688,55.452,240.0,251.0,,253.0,2.0,SOFT,3.0,True,,2104.16,,False,False,Racing Bulls
LIN,41,10.0,,,37.596,49.405,232.0,253.0,278.0,252.0,3.0,SOFT,1.0,True,2531.599,,,False,False,Racing Bulls
LIN,41,11.0,93.784,24.492,28.254,41.038,290.0,287.0,261.0,312.0,3.0,SOFT,2.0,True,,,,True,True,Racing Bulls
LIN,41,12.0,115.688,29.225,33.041,53.422,243.0,247.0,,280.0,3.0,SOFT,3.0,True,,2857.807,,False,False,Racing Bulls
LIN,41,13.0,,,34.038,47.693,250.0,253.0,279.0,252.0,4.0,SOFT,1.0,True,3056.998,,,False,False,Racing Bulls
LIN,41,14.0,98.588,24.319,28.181,46.088,291.0,284.0,140.0,312.0,4.0,SOFT,2.0,True,,,,False,True,Racing Bulls
LIN,41,15.0,126.293,35.905,34.356,56.032,201.0,251.0,,260.0,4.0,SOFT,3.0,True,,3391.253,,False,False,Racing Bulls
BOR,5,1.0,,,32.529,58.035,250.0,261.0,,272.0,1.0,SOFT,7.0,False,924.721,1041.295,,False,False,Audi
BOR,5,2.0,137.426,58.282,32.117,47.027,267.0,197.0,275.0,250.0,2.0,SOFT,1.0,True,1069.182,,,False,False,Audi
BOR,5,3.0,94.349,24.682,28.367,41.3,282.0,286.0,260.0,315.0,2.0,SOFT,2.0,True,,,,True,True,Audi
BOR,5,4.0,131.917,35.106,35.703,61.108,167.0,230.0,266.0,248.0,2.0,SOFT,3.0,True,,,,False,True,Audi
BOR,5,5.0,94.484,24.759,28.231,41.494,281.0,286.0,260.0,317.0,2.0,SOFT,4.0,True,,,,False,True,Audi
BOR,5,6.0,123.416,29.724,35.948,57.744,256.0,220.0,,287.0,2.0,SOFT,5.0,True,,1623.809,,False,False,Audi
BOR,5,7.0,,,31.159,60.22,273.0,257.0,276.0,107.0,3.0,SOFT,1.0,True,1790.193,,,False,False,Audi
BOR,5,8.0,93.549,24.539,28.214,40.796,282.0,284.0,260.0,316.0,3.0,SOFT,2.0,True,,,,True,True,Audi
BOR,5,9.0,126.409,31.805,36.784,57.82,198.0,222.0,,214.0,3.0,SOFT,3.0,True,,2132.55,,False,False,Audi
BOR,5,10.0,,,35.107,46.815,261.0,247.0,276.0,250.0,4.0,SOFT,1.0,True,2524.73,,,False,False,Audi
BOR,5,11.0,93.965,24.607,28.272,41.086,282.0,286.0,264.0,316.0,4.0,SOFT,2.0,True,,,,True,True,Audi
BOR,5,12.0,115.875,29.579,33.307,52.989,259.0,241.0,,275.0,4.0,SOFT,3.0,True,,2840.517,,False,False,Audi
BOR,5,13.0,,,30.807,50.774,275.0,258.0,277.0,215.0,5.0,SOFT,1.0,True,3049.541,,,False,False,Audi
BOR,5,14.0,126.878,24.582,28.145,74.151,283.0,285.0,,322.0,5.0,SOFT,2.0,True,,3282.843,,False,False,Audi
SAI,55,1.0,,,32.365,47.829,239.0,241.0,272.0,264.0,1.0,SOFT,1.0,True,905.938,,,False,False,Williams
SAI,55,2.0,114.19,25.867,33.929,54.394,280.0,265.0,275.0,272.0,1.0,SOFT,2.0,True,,,,True,True,Williams
SAI,55,3.0,95.352,24.757,28.96,41.635,283.0,273.0,256.0,318.0,1.0,SOFT,3.0,True,,,,True,True,Williams
SAI,55,4.0,116.538,31.67,32.718,52.15,232.0,260.0,,286.0,1.0,SOFT,4.0,True,,1349.367,,False,False,Williams
SAI,55,5.0,147.817,61.851,33.356,52.61,222.0,262.0,277.0,261.0,2.0,SOFT,1.0,True,1379.086,,,False,False,Williams
SAI,55,6.0,96.698,26.548,28.814,41.336,282.0,272.0,255.0,321.0,2.0,SOFT,2.0,True,,,,False,True,Williams
SAI,55,7.0,118.57,29.831,35.41,53.329,244.0,216.0,,291.0,2.0,SOFT,3.0,True,,1712.258,,False,False,Williams
SAI,55,8.0,,71.958,31.752,55.471,250.0,262.0,278.0,253.0,3.0,SOFT,1.0,True,1749.355,,,False,False,Williams
SAI,55,9.0,94.317,24.465,28.669,41.183,284.0,273.0,253.0,318.0,3.0,SOFT,2.0,True,,,,True,True,Williams
SAI,55,10.0,123.505,30.741,33.668,59.096,229.0,227.0,,241.0,3.0,SOFT,3.0,True,,2088.344,,False,False,Williams
ALB,23,1.0,,,32.565,47.176,249.0,255.0,275.0,255.0,1.0,SOFT,1.0,True,901.367,,,False,False,Williams
ALB,23,2.0,113.906,26.828,31.088,55.99,270.0,259.0,276.0,247.0,1.0,SOFT,2.0,True,,,,True,True,Williams
ALB,23,3.0,95.501,24.906,29.066,41.529,285.0,272.0,254.0,318.0,1.0,SOFT,3.0,True,,,,True,True,Williams
ALB,23,4.0,109.587,28.004,31.193,50.39,252.0,241.0,,287.0,1.0,SOFT,4.0,True,,1335.554,,False,False,Williams
ALB,23,5.0,136.601,57.806,30.458,48.337,250.0,258.0,278.0,266.0,2.0,SOFT,1.0,True,1366.382,,,False,False,Williams
ALB,23,6.0,95.145,24.726,28.694,41.725,284.0,273.0,254.0,313.0,2.0,SOFT,2.0,True,,,,True,True,Williams
ALB,23,7.0,114.571,29.989,32.443,52.139,210.0,258.0,,195.0,2.0,SOFT,3.0,True,,1681.923,,False,False,Williams
ALB,23,8.0,143.939,66.724,30.876,46.339,255.0,250.0,278.0,258.0,3.0,SOFT,1.0,True,1723.305,,,False,False,Williams
ALB,23,9.0,94.772,24.526,28.876,41.37,285.0,271.0,253.0,314.0,3.0,SOFT,2.0,True,,,,True,True,Williams
ALB,23,10.0,120.841,30.267,32.729,57.845,243.0,226.0,,190.0,3.0,SOFT,3.0,True,,2041.416,,False,False,Williams
ALO,14,1.0,,,32.106,51.665,232.0,225.0,267.0,207.0,1.0,SOFT,1.0,True,948.773,,,False,False,Aston Martin
ALO,14,2.0,96.338,25.257,29.036,42.045,277.0,271.0,257.0,300.0,1.0,SOFT,2.0,True,,,,True,True,Aston Martin
ALO,14,3.0,117.571,30.266,32.527,54.778,245.0,241.0,,254.0,1.0,SOFT,3.0,True,,1277.238,,False,False,Aston Martin
ALO,14,4.0,141.906,57.456,35.691,48.759,242.0,168.0,273.0,256.0,2.0,SOFT,1.0,True,1308.629,,,False,False,Aston Martin
ALO,14,5.0,95.446,24.868,28.787,41.791,278.0,274.0,256.0,307.0,2.0,SOFT,2.0,True,,,,True,True,Aston Martin
ALO,14,6.0,118.604,28.51,32.12,57.974,205.0,216.0,,258.0,2.0,SOFT,3.0,True,,1632.381,,False,False,Aston Martin
ALO,14,7.0,,,31.58,62.813,247.0,228.0,271.0,240.0,3.0,SOFT,1.0,True,1775.139,,,False,False,Aston Martin
ALO,14,8.0,95.203,24.782,28.723,41.698,280.0,273.0,249.0,301.0,3.0,SOFT,2.0,True,,,,True,True,Aston Martin
ALO,14,9.0,118.64,31.027,33.778,53.835,201.0,217.0,,227.0,3.0,SOFT,3.0,True,,2114.461,,False,False,Aston Martin
BOT,77,1.0,,,32.06,49.592,275.0,262.0,273.0,234.0,1.0,SOFT,1.0,True,893.367,,,False,False,Cadillac
BOT,77,2.0,96.968,25.381,29.189,42.398,273.0,266.0,265.0,306.0,1.0,SOFT,2.0,True,,,,True,True,Cadillac
BOT,77,3.0,115.084,27.893,32.831,54.36,247.0,275.0,,281.0,1.0,SOFT,3.0,True,,1213.238,,False,False,Cadillac
BOT,77,4.0,,,32.901,51.275,174.0,261.0,277.0,199.0,2.0,SOFT,1.0,True,1382.211,,,False,False,Cadillac
BOT,77,5.0,95.928,25.146,28.989,41.793,280.0,275.0,262.0,312.0,2.0,SOFT,2.0,True,,,,True,True,Cadillac
BOT,77,6.0,118.816,27.918,35.681,55.217,256.0,261.0,,281.0,2.0,SOFT,3.0,True,,1717.712,,False,False,Cadillac
BOT,77,7.0,,,32.021,47.81,279.0,261.0,275.0,251.0,3.0,SOFT,1.0,True,1825.255,,,False,False,Cadillac
BOT,77,8.0,95.436,24.949,28.972,41.515,278.0,258.0,260.0,310.0,3.0,SOFT,2.0,True,,,,True,True,Cadillac
BOT,77,9.0,125.483,30.873,34.59,60.02,201.0,255.0,,225.0,3.0,SOFT,3.0,True,,2157.742,,False,False,Cadillac
STR,18,1.0,,,32.05,49.268,243.0,233.0,266.0,255.0,1.0,SOFT,1.0,True,935.303,,,False,False,Aston Martin
STR,18,2.0,97.069,25.598,29.144,42.327,278.0,271.0,253.0,293.0,1.0,SOFT,2.0,True,,,,True,True,Aston Martin
STR,18,3.0,123.648,32.849,35.302,55.497,238.0,150.0,,264.0,1.0,SOFT,3.0,True,,1271.84,,False,False,Aston Martin
STR,18,4.0,140.364,48.517,35.999,55.848,247.0,226.0,266.0,241.0,2.0,SOFT,1.0,True,1295.638,,,False,False,Aston Martin
STR,18,5.0,96.412,25.088,29.226,42.098,278.0,273.0,252.0,301.0,2.0,SOFT,2.0,True,,,,True,True,Aston Martin
STR,18,6.0,120.023,30.527,32.189,57.307,240.0,239.0,,236.0,2.0,SOFT,3.0,True,,1628.059,,False,False,Aston Martin
STR,18,7.0,,,32.761,61.697,238.0,228.0,271.0,226.0,3.0,SOFT,1.0,True,1757.931,,,False,False,Aston Martin
STR,18,8.0,95.995,24.953,29.204,41.838,279.0,266.0,251.0,303.0,3.0,SOFT,2.0,True,,,,True,True,Aston Martin
STR,18,9.0,130.224,31.138,36.983,62.103,178.0,235.0,,203.0,3.0,SOFT,3.0,True,,2121.238,,False,False,Aston Martin
PER,11,1.0,,,32.88,47.505,249.0,270.0,276.0,267.0,1.0,SOFT,1.0,True,1149.256,,,False,False,Cadillac
PER,11,2.0,97.524,25.703,29.256,42.565,269.0,261.0,263.0,305.0,1.0,SOFT,2.0,True,,,,True,True,Cadillac
PER,11,3.0,114.254,26.92,34.345,52.989,276.0,263.0,,279.0,1.0,SOFT,3.0,True,,1466.389,,False,False,Cadillac
PER,11,4.0,,,30.863,60.233,263.0,245.0,241.0,114.0,2.0,SOFT,1.0,True,1797.442,,,False,False,Cadillac
PER,11,5.0,96.906,26.049,29.246,41.611,277.0,263.0,263.0,313.0,2.0,SOFT,2.0,True,,,,True,True,Cadillac
PER,11,6.0,124.362,31.463,37.216,55.683,198.0,229.0,,245.0,2.0,SOFT,3.0,True,,2138.472,,False,False,Cadillac
