Session,Driver,Team,LapNumber,Stint,Compound,TyreLife,LapTime_sec,Sector1Time_sec,Sector2Time_sec,Sector3Time_sec,PitOutTime_sec,PitInTime_sec,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Position,IsAccurate
FP1,PIA,McLaren,1.0,1.0,MEDIUM,1.0,,,37.541,50.478,903.004,,214.0,245.0,252.0,265.0,False,,False
FP1,PIA,McLaren,2.0,1.0,MEDIUM,2.0,112.02,27.984,33.521,50.515,,,206.0,262.0,261.0,277.0,True,,True
FP1,PIA,McLaren,3.0,1.0,MEDIUM,3.0,96.043,24.988,29.178,41.877,,,282.0,268.0,244.0,306.0,True,,True
FP1,PIA,McLaren,4.0,1.0,MEDIUM,4.0,131.607,32.169,38.363,61.075,,,194.0,192.0,271.0,214.0,False,,True
FP1,PIA,McLaren,5.0,1.0,MEDIUM,5.0,135.756,24.996,39.555,71.205,,1512.615,280.0,166.0,,233.0,False,,False
FP1,PIA,McLaren,6.0,2.0,MEDIUM,6.0,,,32.043,45.907,2140.714,,273.0,264.0,251.0,289.0,False,,False
FP1,PIA,McLaren,7.0,2.0,MEDIUM,7.0,111.197,27.987,31.383,51.827,,,265.0,260.0,265.0,299.0,False,,True
FP1,PIA,McLaren,8.0,2.0,MEDIUM,8.0,95.12,24.818,28.801,41.501,,,283.0,272.0,246.0,307.0,True,,True
FP1,PIA,McLaren,9.0,2.0,MEDIUM,9.0,133.348,34.741,40.288,58.319,,2587.711,143.0,203.0,,231.0,False,,False
FP1,PIA,McLaren,10.0,3.0,MEDIUM,10.0,133.228,53.725,32.883,46.62,2612.423,,262.0,258.0,272.0,269.0,False,,False
FP1,PIA,McLaren,11.0,3.0,MEDIUM,11.0,116.171,32.046,37.335,46.79,,,224.0,223.0,270.0,277.0,False,,True
FP1,PIA,McLaren,12.0,3.0,MEDIUM,12.0,94.55,24.748,28.49,41.312,,,278.0,270.0,249.0,307.0,True,,True
FP1,PIA,McLaren,13.0,3.0,MEDIUM,13.0,104.258,29.419,32.658,42.181,,,243.0,261.0,276.0,308.0,False,,True
FP1,PIA,McLaren,14.0,3.0,MEDIUM,14.0,96.523,25.091,29.234,42.198,,,276.0,258.0,277.0,301.0,False,,True
FP1,PIA,McLaren,15.0,3.0,MEDIUM,15.0,97.671,25.303,30.189,42.179,,,280.0,261.0,276.0,299.0,False,,True
FP1,PIA,McLaren,16.0,3.0,MEDIUM,16.0,96.739,25.376,29.294,42.069,,,277.0,262.0,280.0,300.0,False,,True
FP1,PIA,McLaren,17.0,3.0,MEDIUM,17.0,96.35,25.416,29.082,41.852,,,276.0,267.0,277.0,300.0,False,,True
FP1,PIA,McLaren,18.0,3.0,MEDIUM,18.0,96.807,25.493,29.355,41.959,,,273.0,261.0,270.0,298.0,False,,True
FP1,PIA,McLaren,19.0,3.0,MEDIUM,19.0,102.82,25.778,29.237,47.805,,3622.743,270.0,258.0,,297.0,False,,False
FP1,PIA,McLaren,20.0,4.0,SOFT,1.0,,,35.551,49.012,3862.897,,247.0,264.0,254.0,254.0,False,,False
FP1,PIA,McLaren,21.0,4.0,SOFT,2.0,103.017,26.401,31.502,45.114,,,269.0,262.0,274.0,296.0,False,,True
FP1,PIA,McLaren,22.0,4.0,SOFT,3.0,93.477,24.402,28.2,40.875,,,287.0,276.0,262.0,311.0,True,,True
FP1,PIA,McLaren,23.0,4.0,SOFT,4.0,124.334,33.348,38.471,52.515,,,207.0,200.0,276.0,212.0,False,,True
FP1,PIA,McLaren,24.0,4.0,SOFT,5.0,93.472,24.545,28.164,40.763,,,287.0,274.0,259.0,309.0,True,,True
FP1,PIA,McLaren,25.0,4.0,SOFT,6.0,111.923,31.154,33.511,47.258,,,164.0,262.0,240.0,311.0,False,,True
FP1,PIA,McLaren,26.0,4.0,SOFT,7.0,134.269,30.892,36.847,66.53,,,256.0,198.0,65.0,288.0,False,,True
FP1,PIA,McLaren,27.0,4.0,SOFT,8.0,,64.604,32.455,60.588,,,290.0,225.0,71.0,176.0,False,,False
FP1,PIA,McLaren,28.0,4.0,SOFT,9.0,142.559,63.934,29.237,49.388,,4937.326,307.0,269.0,,335.0,False,,False
FP1,BEA,Haas F1 Team,1.0,1.0,MEDIUM,1.0,,,35.167,50.787,853.13,,222.0,254.0,247.0,279.0,False,,False
FP1,BEA,Haas F1 Team,2.0,1.0,MEDIUM,2.0,118.94,27.89,33.214,57.836,,,280.0,221.0,271.0,267.0,True,,True
FP1,BEA,Haas F1 Team,3.0,1.0,MEDIUM,3.0,96.655,25.791,29.026,41.838,,,271.0,269.0,255.0,308.0,True,,True
FP1,BEA,Haas F1 Team,4.0,1.0,MEDIUM,4.0,132.672,38.7,43.916,50.056,,,159.0,162.0,267.0,279.0,False,,True
FP1,BEA,Haas F1 Team,5.0,1.0,MEDIUM,5.0,97.556,25.527,28.87,43.159,,,269.0,265.0,115.0,301.0,False,,False
FP1,BEA,Haas F1 Team,6.0,1.0,MEDIUM,6.0,143.353,47.373,39.444,56.536,,,166.0,238.0,273.0,280.0,False,,False
FP1,BEA,Haas F1 Team,7.0,1.0,MEDIUM,7.0,94.95,25.268,28.656,41.026,,,275.0,276.0,263.0,319.0,True,,True
FP1,BEA,Haas F1 Team,8.0,1.0,MEDIUM,8.0,,41.471,49.153,74.878,,1818.027,126.0,162.0,,130.0,False,,False
FP1,BEA,Haas F1 Team,9.0,2.0,MEDIUM,9.0,,,31.492,46.488,2305.877,,272.0,271.0,265.0,275.0,False,,False
FP1,BEA,Haas F1 Team,10.0,2.0,MEDIUM,10.0,104.702,26.788,31.14,46.774,,,280.0,272.0,273.0,259.0,False,,True
FP1,BEA,Haas F1 Team,11.0,2.0,MEDIUM,11.0,96.31,24.751,29.323,42.236,,,305.0,251.0,243.0,293.0,False,,True
FP1,BEA,Haas F1 Team,12.0,2.0,MEDIUM,12.0,112.121,30.877,35.897,45.347,,,195.0,224.0,270.0,320.0,False,,True
FP1,BEA,Haas F1 Team,13.0,2.0,MEDIUM,13.0,97.796,26.169,29.575,42.052,,,270.0,255.0,266.0,301.0,False,,True
FP1,BEA,Haas F1 Team,14.0,2.0,MEDIUM,14.0,97.254,25.862,29.373,42.019,,,273.0,260.0,274.0,301.0,False,,True
FP1,BEA,Haas F1 Team,15.0,2.0,MEDIUM,15.0,97.331,25.622,29.463,42.246,,,272.0,258.0,268.0,300.0,False,,True
FP1,BEA,Haas F1 Team,16.0,2.0,MEDIUM,16.0,97.826,25.917,29.616,42.293,,,274.0,255.0,273.0,304.0,False,,True
FP1,BEA,Haas F1 Team,17.0,2.0,MEDIUM,17.0,97.74,25.739,29.379,42.622,,,275.0,254.0,262.0,295.0,False,,True
FP1,BEA,Haas F1 Team,18.0,2.0,MEDIUM,18.0,103.213,26.237,29.742,47.234,,3312.817,275.0,259.0,,302.0,False,,False
FP1,BEA,Haas F1 Team,19.0,3.0,MEDIUM,19.0,,73.865,32.287,50.485,3360.101,3469.268,223.0,265.0,,297.0,False,,False
FP1,BEA,Haas F1 Team,20.0,4.0,SOFT,1.0,,,32.513,51.421,3761.678,,268.0,272.0,276.0,241.0,False,,False
FP1,BEA,Haas F1 Team,21.0,4.0,SOFT,2.0,94.512,25.136,28.248,41.128,,,273.0,277.0,262.0,312.0,True,,True
FP1,BEA,Haas F1 Team,22.0,4.0,SOFT,3.0,,49.524,46.175,58.238,,,117.0,160.0,258.0,281.0,False,,False
FP1,BEA,Haas F1 Team,23.0,4.0,SOFT,4.0,111.189,28.584,34.506,48.099,,,278.0,275.0,277.0,249.0,False,,True
FP1,BEA,Haas F1 Team,24.0,4.0,SOFT,5.0,94.426,24.937,28.381,41.108,,,274.0,272.0,258.0,309.0,True,,True
FP1,BEA,Haas F1 Team,25.0,4.0,SOFT,6.0,142.589,38.019,40.191,64.379,,,161.0,213.0,177.0,166.0,False,,True
FP1,BEA,Haas F1 Team,26.0,4.0,SOFT,7.0,138.804,42.328,34.728,61.748,,,181.0,254.0,46.0,245.0,False,,True
FP1,BEA,Haas F1 Team,27.0,4.0,SOFT,8.0,,67.915,32.446,56.86,,,281.0,238.0,49.0,243.0,False,,False
FP1,BEA,Haas F1 Team,28.0,4.0,SOFT,9.0,140.653,58.684,30.202,51.767,,4910.621,268.0,261.0,,222.0,False,,False
