Driver,DriverNumber,LapNumber,LapTime_sec,Sector1Time_sec,Sector2Time_sec,Sector3Time_sec,SpeedI1,SpeedI2,SpeedFL,SpeedST,Stint,Compound,TyreLife,FreshTyre,PitOutTime_sec,PitInTime_sec,Position,IsPersonalBest,IsAccurate,Team
ALB,23,3.0,95.305,24.828,29.03,41.447,286.0,271.0,257.0,325.0,1.0,MEDIUM,3.0,True,,,,True,True,Williams
ALB,23,4.0,133.41,35.451,38.924,59.035,226.0,164.0,276.0,304.0,1.0,MEDIUM,4.0,True,,,,False,True,Williams
ALB,23,5.0,105.327,24.919,28.949,51.459,285.0,272.0,275.0,270.0,1.0,MEDIUM,5.0,True,,,,False,True,Williams
ALB,23,6.0,104.546,25.001,29.033,50.512,284.0,272.0,,324.0,1.0,MEDIUM,6.0,True,,1620.842,,False,False,Williams
SAI,55,1.0,,,32.084,46.227,261.0,244.0,273.0,262.0,1.0,MEDIUM,1.0,True,958.624,,,False,False,Williams
SAI,55,2.0,110.164,25.774,30.537,53.853,281.0,240.0,277.0,257.0,1.0,MEDIUM,2.0,True,,,,True,True,Williams
SAI,55,3.0,94.945,24.806,28.785,41.354,285.0,275.0,255.0,325.0,1.0,MEDIUM,3.0,True,,,,True,True,Williams
SAI,55,4.0,133.658,36.923,40.093,56.642,206.0,210.0,276.0,271.0,1.0,MEDIUM,4.0,True,,,,False,True,Williams
SAI,55,5.0,94.761,24.801,28.792,41.168,286.0,275.0,256.0,321.0,1.0,MEDIUM,5.0,True,,,,True,True,Williams
SAI,55,6.0,121.443,33.256,33.641,54.546,221.0,239.0,,280.0,1.0,MEDIUM,6.0,True,,1621.793,,False,False,Williams
ALO,14,1.0,,,33.161,49.65,244.0,236.0,267.0,261.0,1.0,MEDIUM,1.0,True,1024.509,,,False,False,Aston Martin
ALO,14,2.0,96.172,25.289,28.936,41.947,274.0,267.0,252.0,304.0,1.0,MEDIUM,2.0,True,,,,True,True,Aston Martin
ALO,14,3.0,118.65,33.556,33.621,51.473,243.0,238.0,271.0,273.0,1.0,MEDIUM,3.0,True,,,,False,True,Aston Martin
ALO,14,4.0,95.581,25.123,28.884,41.574,277.0,268.0,256.0,306.0,1.0,MEDIUM,4.0,True,,,,True,True,Aston Martin
ALO,14,5.0,119.854,29.992,34.131,55.731,203.0,210.0,,224.0,1.0,MEDIUM,5.0,True,,1564.082,,False,False,Aston Martin
BOT,77,1.0,,,34.044,48.028,261.0,260.0,269.0,277.0,1.0,MEDIUM,1.0,True,764.271,,,False,False,Cadillac
BOT,77,2.0,109.353,27.284,31.923,50.146,288.0,261.0,265.0,215.0,1.0,MEDIUM,2.0,True,,,,True,True,Cadillac
BOT,77,3.0,99.832,25.97,29.698,44.164,286.0,264.0,236.0,288.0,1.0,MEDIUM,3.0,True,,,,True,True,Cadillac
BOT,77,4.0,120.771,33.062,37.593,50.116,149.0,266.0,276.0,236.0,1.0,MEDIUM,4.0,True,,,,False,True,Cadillac
BOT,77,5.0,97.402,25.12,29.014,43.268,287.0,267.0,240.0,288.0,1.0,MEDIUM,5.0,True,,,,True,True,Cadillac
BOT,77,6.0,121.577,30.481,37.056,54.04,233.0,233.0,275.0,140.0,1.0,MEDIUM,6.0,True,,,,False,True,Cadillac
BOT,77,7.0,97.378,25.11,29.157,43.111,285.0,258.0,237.0,290.0,1.0,MEDIUM,7.0,True,,,,True,True,Cadillac
BOT,77,8.0,123.293,32.365,36.373,54.555,217.0,255.0,,285.0,1.0,MEDIUM,8.0,True,,1645.778,,False,False,Cadillac
STR,18,1.0,,,34.243,49.166,269.0,230.0,266.0,268.0,1.0,MEDIUM,1.0,True,804.031,,,False,False,Aston Martin
STR,18,2.0,98.378,25.675,30.157,42.546,277.0,267.0,257.0,310.0,1.0,MEDIUM,2.0,True,,,,False,True,Aston Martin
STR,18,3.0,130.528,35.522,37.632,57.374,203.0,220.0,271.0,233.0,1.0,MEDIUM,3.0,True,,,,True,True,Aston Martin
STR,18,4.0,96.154,25.151,29.165,41.838,279.0,267.0,250.0,307.0,1.0,MEDIUM,4.0,True,,,,True,True,Aston Martin
STR,18,5.0,131.075,35.902,39.622,55.551,194.0,222.0,270.0,268.0,1.0,MEDIUM,5.0,True,,,,False,True,Aston Martin
STR,18,6.0,96.151,25.256,29.04,41.855,277.0,267.0,249.0,305.0,1.0,MEDIUM,6.0,True,,,,True,True,Aston Martin
STR,18,7.0,127.871,31.031,36.415,60.425,193.0,216.0,,197.0,1.0,MEDIUM,7.0,True,,1603.147,,False,False,Aston Martin
LIN,41,1.0,,,33.039,47.814,233.0,241.0,278.0,262.0,1.0,MEDIUM,1.0,True,818.297,,,False,False,Racing Bulls
LIN,41,2.0,95.374,25.11,29.054,41.21,286.0,284.0,263.0,319.0,1.0,MEDIUM,2.0,True,,,,True,True,Racing Bulls
LIN,41,3.0,113.562,29.228,34.311,50.023,222.0,250.0,280.0,220.0,1.0,MEDIUM,3.0,True,,,,False,True,Racing Bulls
LIN,41,4.0,95.021,25.092,28.814,41.115,288.0,282.0,263.0,321.0,1.0,MEDIUM,4.0,True,,,,True,True,Racing Bulls
LIN,41,5.0,131.932,31.786,36.426,63.72,241.0,172.0,277.0,143.0,1.0,MEDIUM,5.0,True,,,,False,True,Racing Bulls
LIN,41,6.0,94.495,24.969,28.654,40.872,286.0,279.0,262.0,319.0,1.0,MEDIUM,6.0,True,,,,True,True,Racing Bulls
LIN,41,7.0,116.258,29.87,32.747,53.641,238.0,260.0,,258.0,1.0,MEDIUM,7.0,True,,1583.704,,False,False,Racing Bulls
LIN,41,8.0,,,31.937,47.007,232.0,242.0,278.0,254.0,2.0,MEDIUM,1.0,True,1979.962,,,False,False,Racing Bulls
LIN,41,9.0,94.048,24.74,28.531,40.777,290.0,281.0,271.0,319.0,2.0,MEDIUM,2.0,True,,,,True,True,Racing Bulls
LIN,41,10.0,120.827,31.533,35.92,53.374,207.0,243.0,239.0,223.0,2.0,MEDIUM,3.0,True,,,,False,True,Racing Bulls
LIN,41,11.0,113.077,28.78,32.23,52.067,246.0,241.0,279.0,262.0,2.0,MEDIUM,4.0,True,,,,False,True,Racing Bulls
LIN,41,12.0,94.374,24.816,28.508,41.05,291.0,278.0,274.0,311.0,2.0,MEDIUM,5.0,True,,,,False,True,Racing Bulls
LIN,41,13.0,120.089,30.496,34.661,54.932,225.0,236.0,,238.0,2.0,MEDIUM,6.0,True,,2631.086,,False,False,Racing Bulls
