Driver,Team,Position,LapNumber,GapToANT_sec
ALO,Aston Martin,17,12,11.255
ALO,Aston Martin,17,13,4.483
ALO,Aston Martin,17,14,9.026
ALO,Aston Martin,17,15,11.987
ALO,Aston Martin,17,16,15.643
ALO,Aston Martin,17,17,19.451
ALO,Aston Martin,17,18,23.633
ALO,Aston Martin,17,19,27.173
ALO,Aston Martin,17,20,30.665
ALO,Aston Martin,17,21,33.548
ALO,Aston Martin,17,22,36.874
ALO,Aston Martin,17,23,39.869
ALO,Aston Martin,17,24,43.123
ALO,Aston Martin,17,25,46.33
ALO,Aston Martin,17,26,49.497
ALO,Aston Martin,17,27,53.149
ALO,Aston Martin,17,28,56.305
ALO,Aston Martin,17,29,59.869
ALO,Aston Martin,17,30,64.052
ALO,Aston Martin,17,31,74.363
ALO,Aston Martin,17,32,105.895
STR,Aston Martin,18,1,9.334
STR,Aston Martin,18,2,12.859
STR,Aston Martin,18,3,16.644
STR,Aston Martin,18,4,21.104
STR,Aston Martin,18,5,24.561
STR,Aston Martin,18,6,28.36
STR,Aston Martin,18,7,31.904
STR,Aston Martin,18,8,35.756
STR,Aston Martin,18,9,39.283
STR,Aston Martin,18,10,82.612
