Session,Driver,Team,LapNumber,Stint,Compound,TyreLife,LapTime_sec,Sector1Time_sec,Sector2Time_sec,Sector3Time_sec,PitOutTime_sec,PitInTime_sec,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Position,IsAccurate
FP2,PIA,McLaren,19.0,3.0,SOFT,9.0,84.884,29.528,17.708,37.648,,,257.0,310.0,282.0,287.0,0,,1
FP2,PIA,McLaren,20.0,3.0,SOFT,10.0,96.569,29.512,18.088,48.969,,,260.0,302.0,210.0,282.0,0,,0
FP2,PIA,McLaren,21.0,3.0,SOFT,11.0,98.09,39.055,22.021,37.014,,,185.0,316.0,288.0,188.0,0,,0
FP2,PIA,McLaren,22.0,3.0,SOFT,12.0,100.092,29.531,18.507,52.054,,4259.24,263.0,293.0,,283.0,0,,0
FP2,PIA,McLaren,23.0,4.0,HARD,11.0,91.0,35.823,18.379,36.798,4279.454,,260.0,292.0,289.0,234.0,0,,0
FP2,PIA,McLaren,24.0,4.0,HARD,12.0,83.927,29.134,18.455,36.338,,,252.0,293.0,280.0,284.0,0,,1
FP2,PIA,McLaren,25.0,4.0,HARD,13.0,,48.715,25.432,99.664,,,87.0,283.0,174.0,214.0,0,,0
FP2,PIA,McLaren,26.0,4.0,HARD,14.0,,30.539,18.818,,,4721.479,261.0,286.0,,260.0,0,,0
FP2,BEA,Haas F1 Team,1.0,1.0,HARD,1.0,113.957,45.861,20.354,47.742,822.683,,262.0,267.0,238.0,123.0,0,,0
FP2,BEA,Haas F1 Team,2.0,1.0,HARD,2.0,104.593,33.75,21.065,49.778,,,239.0,155.0,259.0,216.0,1,,1
FP2,BEA,Haas F1 Team,3.0,1.0,HARD,3.0,83.86,29.978,17.991,35.891,,,231.0,295.0,307.0,290.0,1,,1
FP2,BEA,Haas F1 Team,4.0,1.0,HARD,4.0,134.022,50.429,27.837,55.756,,,130.0,201.0,254.0,176.0,0,,1
FP2,BEA,Haas F1 Team,5.0,1.0,HARD,5.0,83.738,29.42,18.222,36.096,,,271.0,278.0,304.0,291.0,1,,1
FP2,BEA,Haas F1 Team,6.0,1.0,HARD,6.0,122.676,49.276,27.235,46.165,,,172.0,216.0,265.0,193.0,0,,1
FP2,BEA,Haas F1 Team,7.0,1.0,HARD,7.0,82.778,28.979,18.012,35.787,,,273.0,280.0,304.0,286.0,1,,1
FP2,BEA,Haas F1 Team,8.0,1.0,HARD,8.0,127.546,54.808,29.519,43.219,,,131.0,203.0,270.0,210.0,0,,1
FP2,BEA,Haas F1 Team,9.0,1.0,HARD,9.0,82.607,29.122,17.721,35.764,,,268.0,291.0,307.0,286.0,1,,1
FP2,BEA,Haas F1 Team,10.0,1.0,HARD,10.0,,33.56,20.884,,,1851.492,221.0,217.0,,241.0,0,,0
FP2,BEA,Haas F1 Team,11.0,2.0,SOFT,1.0,110.225,46.266,20.32,43.639,2179.636,,247.0,268.0,273.0,138.0,0,,0
FP2,BEA,Haas F1 Team,12.0,2.0,SOFT,2.0,81.326,28.652,17.544,35.13,,,243.0,311.0,309.0,295.0,1,,1
FP2,BEA,Haas F1 Team,13.0,2.0,SOFT,3.0,144.141,54.329,36.012,53.8,,,125.0,139.0,192.0,220.0,0,,1
FP2,BEA,Haas F1 Team,14.0,2.0,SOFT,4.0,106.171,39.095,25.069,42.007,,,180.0,230.0,269.0,168.0,0,,1
FP2,BEA,Haas F1 Team,15.0,2.0,SOFT,5.0,,28.584,17.568,,,2699.003,257.0,303.0,,297.0,0,,0
FP2,BEA,Haas F1 Team,16.0,3.0,HARD,11.0,146.64,73.948,20.329,52.363,3060.723,3190.61,256.0,249.0,,149.0,0,,0
FP2,BEA,Haas F1 Team,17.0,4.0,HARD,12.0,144.67,88.746,18.446,37.478,3234.345,,263.0,289.0,283.0,199.0,0,,0
FP2,BEA,Haas F1 Team,18.0,4.0,HARD,13.0,86.419,30.411,18.328,37.68,,,267.0,290.0,279.0,267.0,0,,1
FP2,BEA,Haas F1 Team,19.0,4.0,HARD,14.0,85.957,30.478,18.319,37.16,,,265.0,284.0,284.0,266.0,0,,1
FP2,BEA,Haas F1 Team,20.0,4.0,HARD,15.0,86.101,30.482,18.185,37.434,,,265.0,288.0,283.0,272.0,0,,1
FP2,BEA,Haas F1 Team,21.0,4.0,HARD,16.0,85.862,30.33,18.207,37.325,,,261.0,288.0,283.0,269.0,0,,1
FP2,BEA,Haas F1 Team,22.0,4.0,HARD,17.0,86.486,30.61,18.187,37.689,,,262.0,290.0,274.0,273.0,0,,1
FP2,BEA,Haas F1 Team,23.0,4.0,HARD,18.0,86.616,30.388,18.262,37.966,,,262.0,290.0,276.0,270.0,0,,1
FP2,BEA,Haas F1 Team,24.0,4.0,HARD,19.0,86.701,30.507,18.297,37.897,,,260.0,290.0,282.0,273.0,0,,1
FP2,BEA,Haas F1 Team,25.0,4.0,HARD,20.0,87.954,31.535,18.375,38.044,,,259.0,296.0,294.0,277.0,0,,1
FP2,BEA,Haas F1 Team,26.0,4.0,HARD,21.0,108.459,38.384,24.052,46.023,,,178.0,210.0,301.0,282.0,0,,0
FP2,BEA,Haas F1 Team,27.0,4.0,HARD,22.0,86.0,30.421,18.081,37.498,,,264.0,300.0,295.0,280.0,0,,1
FP2,BEA,Haas F1 Team,28.0,4.0,HARD,23.0,85.907,30.323,18.208,37.376,,,265.0,300.0,291.0,287.0,0,,1
FP2,BEA,Haas F1 Team,29.0,4.0,HARD,24.0,85.869,30.362,18.116,37.391,,,262.0,298.0,290.0,282.0,0,,1
FP2,BEA,Haas F1 Team,30.0,4.0,HARD,25.0,130.756,39.892,28.496,62.368,,,155.0,183.0,31.0,253.0,0,,1
FP2,BEA,Haas F1 Team,31.0,4.0,HARD,26.0,,51.309,18.668,,,4646.353,252.0,287.0,,231.0,0,,0
FP3,NOR,McLaren,1.0,1.0,SOFT,1.0,148.3,80.197,21.307,46.796,1850.452,,231.0,252.0,274.0,90.0,0,,0
FP3,NOR,McLaren,2.0,1.0,SOFT,2.0,100.995,34.687,20.724,45.584,,,251.0,282.0,269.0,276.0,1,,1
FP3,NOR,McLaren,3.0,1.0,SOFT,3.0,87.517,28.821,17.877,40.819,,,276.0,277.0,180.0,275.0,1,,0
FP3,NOR,McLaren,4.0,1.0,SOFT,4.0,129.252,48.332,25.025,55.895,,,175.0,263.0,198.0,110.0,0,,0
FP3,NOR,McLaren,5.0,1.0,SOFT,5.0,,40.239,27.328,,,2428.673,216.0,255.0,,263.0,0,,0
FP3,NOR,McLaren,6.0,2.0,SOFT,6.0,,93.72,20.735,40.271,2823.369,,250.0,282.0,278.0,149.0,0,,0
FP3,NOR,McLaren,7.0,2.0,SOFT,7.0,81.438,28.357,18.139,34.942,,,276.0,267.0,284.0,289.0,1,,1
FP3,NOR,McLaren,8.0,2.0,SOFT,8.0,116.975,41.083,25.693,50.199,,,201.0,209.0,220.0,113.0,0,,1
FP3,NOR,McLaren,9.0,2.0,SOFT,9.0,115.536,38.567,25.496,51.473,,,201.0,217.0,275.0,175.0,0,,1
FP3,NOR,McLaren,10.0,2.0,SOFT,10.0,95.658,36.34,20.518,38.8,,,179.0,284.0,276.0,288.0,0,,1
FP3,NOR,McLaren,11.0,2.0,SOFT,11.0,81.163,28.4,17.983,34.78,,,276.0,269.0,283.0,284.0,1,,1
FP3,NOR,McLaren,12.0,2.0,SOFT,12.0,112.408,39.435,25.198,47.775,,,205.0,221.0,187.0,238.0,0,,1
FP3,NOR,McLaren,13.0,2.0,SOFT,13.0,105.721,35.779,24.101,45.841,,,246.0,164.0,281.0,186.0,0,,1
FP3,NOR,McLaren,14.0,2.0,SOFT,14.0,81.458,28.298,17.807,35.353,,,265.0,277.0,289.0,288.0,0,,1
FP3,NOR,McLaren,15.0,2.0,SOFT,15.0,110.214,39.663,24.962,45.589,,,161.0,214.0,277.0,141.0,0,,1
FP3,NOR,McLaren,16.0,2.0,SOFT,16.0,81.039,28.496,17.932,34.611,,,261.0,274.0,284.0,284.0,1,,1
FP3,NOR,McLaren,17.0,2.0,SOFT,17.0,,32.35,20.925,,,3997.139,231.0,257.0,,232.0,0,,0
FP3,NOR,McLaren,18.0,3.0,SOFT,1.0,,,20.151,39.354,4923.677,,256.0,269.0,277.0,185.0,0,,0
FP3,NOR,McLaren,19.0,3.0,SOFT,2.0,80.443,28.224,17.784,34.435,,,268.0,277.0,281.0,284.0,1,,1
FP3,NOR,McLaren,20.0,3.0,SOFT,3.0,87.635,31.166,20.78,35.689,,,239.0,256.0,300.0,255.0,0,,1
FP3,NOR,McLaren,21.0,3.0,SOFT,4.0,,37.383,24.431,,,,196.0,214.0,3.0,286.0,0,,0
FP3,NOR,McLaren,22.0,3.0,SOFT,5.0,,37.138,18.221,,,5451.311,264.0,257.0,,163.0,0,,0
FP3,VER,Red Bull Racing,1.0,1.0,SOFT,1.0,,,20.328,39.272,2841.586,,245.0,282.0,281.0,175.0,0,,0
FP3,VER,Red Bull Racing,2.0,1.0,SOFT,2.0,80.979,28.38,17.776,34.823,,,283.0,280.0,304.0,302.0,1,,1
FP3,VER,Red Bull Racing,3.0,1.0,SOFT,3.0,136.003,46.401,24.626,64.976,,3139.223,180.0,239.0,,222.0,0,,0
FP3,VER,Red Bull Racing,4.0,2.0,SOFT,4.0,103.25,38.758,20.623,43.869,3162.01,,244.0,198.0,283.0,185.0,0,,0
FP3,VER,Red Bull Racing,5.0,2.0,SOFT,5.0,80.508,28.061,17.905,34.542,,,281.0,273.0,303.0,303.0,1,,1
FP3,VER,Red Bull Racing,6.0,2.0,SOFT,6.0,103.15,43.571,20.726,38.853,,,193.0,266.0,313.0,214.0,0,,1
FP3,VER,Red Bull Racing,7.0,2.0,SOFT,7.0,82.062,28.356,18.281,35.425,,,294.0,291.0,296.0,316.0,0,,1
FP3,VER,Red Bull Racing,8.0,2.0,SOFT,8.0,84.351,30.935,17.951,35.465,,,277.0,298.0,299.0,292.0,0,,1
FP3,VER,Red Bull Racing,9.0,2.0,SOFT,9.0,81.973,28.33,17.671,35.972,,,299.0,305.0,284.0,299.0,0,,1
FP3,VER,Red Bull Racing,10.0,2.0,SOFT,10.0,82.186,28.563,18.106,35.517,,,296.0,290.0,295.0,285.0,0,,1
FP3,VER,Red Bull Racing,11.0,2.0,SOFT,11.0,,29.873,18.903,,,3860.583,260.0,288.0,,,0,,0
FP3,VER,Red Bull Racing,12.0,3.0,SOFT,1.0,118.928,55.03,19.31,44.588,5017.284,,252.0,269.0,287.0,75.0,0,,0
FP3,VER,Red Bull Racing,13.0,3.0,SOFT,2.0,80.197,27.798000000000002,17.902,34.497,,,280.0,273.0,312.0,306.0,1,,1
FP3,VER,Red Bull Racing,14.0,3.0,SOFT,3.0,,41.294,23.22,,,,182.0,242.0,119.0,234.0,0,,0
FP3,VER,Red Bull Racing,15.0,3.0,SOFT,4.0,,30.688,18.307,,,5464.702,257.0,282.0,,255.0,0,,0
FP3,BOR,Audi,1.0,1.0,SOFT,1.0,124.999,62.469,21.053,41.477,1720.21,,235.0,233.0,268.0,157.0,0,,0
FP3,BOR,Audi,2.0,1.0,SOFT,2.0,98.239,32.291,20.754,45.194,,,247.0,231.0,265.0,278.0,1,,1
FP3,BOR,Audi,3.0,1.0,SOFT,3.0,82.287,29.181,17.806,35.3,,,247.0,285.0,304.0,282.0,1,,1
FP3,BOR,Audi,4.0,1.0,SOFT,4.0,130.034,49.105,28.953,51.976,,,129.0,228.0,268.0,249.0,0,,1
FP3,BOR,Audi,5.0,1.0,SOFT,5.0,135.482,28.806,39.516,67.16,,,250.0,119.0,172.0,285.0,0,,0
FP3,BOR,Audi,6.0,1.0,SOFT,6.0,,33.89,20.612,,,2528.743,242.0,225.0,,240.0,0,,0
FP3,BOR,Audi,7.0,2.0,SOFT,7.0,120.019,57.364,20.938,41.717,2912.228,,237.0,231.0,267.0,61.0,0,,0
FP3,BOR,Audi,8.0,2.0,SOFT,8.0,90.446,31.192,20.392,38.862,,,248.0,232.0,283.0,270.0,0,,1
FP3,BOR,Audi,9.0,2.0,SOFT,9.0,95.592,34.874,20.48,40.238,,,235.0,231.0,270.0,294.0,0,,1
FP3,BOR,Audi,10.0,2.0,SOFT,10.0,80.575,28.531,17.411,34.633,,,251.0,289.0,299.0,287.0,1,,1
FP3,BOR,Audi,11.0,2.0,SOFT,11.0,127.469,37.426,31.772,58.271,,,240.0,169.0,268.0,169.0,0,,1
FP3,BOR,Audi,12.0,2.0,SOFT,12.0,,28.68,17.716,,,3505.015,248.0,282.0,,284.0,0,,0
FP3,BOR,Audi,13.0,3.0,SOFT,1.0,102.19,39.183,20.501,42.506,4288.409,,247.0,234.0,202.0,188.0,0,,0
FP3,BOR,Audi,14.0,3.0,SOFT,2.0,,,,,,4546.76,,,,153.0,0,,0
FP3,BOR,Audi,15.0,4.0,SOFT,3.0,128.955,69.333,20.585,39.037,4957.762,,242.0,233.0,279.0,173.0,0,,0
FP3,BOR,Audi,16.0,4.0,SOFT,4.0,80.459,28.42,17.505,34.534,,,254.0,281.0,304.0,290.0,1,,1
FP3,BOR,Audi,17.0,4.0,SOFT,5.0,111.594,43.72,21.031,46.843,,,216.0,235.0,272.0,285.0,0,,1
FP3,BOR,Audi,18.0,4.0,SOFT,6.0,,35.841,21.282,,,,237.0,221.0,194.0,208.0,0,,0
FP3,BOR,Audi,19.0,4.0,SOFT,7.0,,35.91,21.039,,,5521.155,218.0,281.0,,221.0,0,,0
FP3,HAD,Red Bull Racing,1.0,1.0,SOFT,1.0,120.651,56.397,20.574,43.68,2852.948,,235.0,286.0,279.0,110.0,0,,0
FP3,HAD,Red Bull Racing,2.0,1.0,SOFT,2.0,81.311,28.601,17.632,35.078,,,264.0,286.0,314.0,299.0,1,,1
FP3,HAD,Red Bull Racing,3.0,1.0,SOFT,3.0,111.551,46.499,22.494,42.558,,,222.0,242.0,246.0,220.0,0,,1
FP3,HAD,Red Bull Racing,4.0,1.0,SOFT,4.0,114.581,35.968,23.627,54.986,,,222.0,227.0,278.0,236.0,0,,1
FP3,HAD,Red Bull Racing,5.0,1.0,SOFT,5.0,80.691,28.291,17.75,34.65,,,266.0,276.0,302.0,304.0,1,,1
FP3,HAD,Red Bull Racing,6.0,1.0,SOFT,6.0,114.491,45.766,29.531,39.194,,,176.0,217.0,312.0,236.0,0,,1
FP3,HAD,Red Bull Racing,7.0,1.0,SOFT,7.0,81.263,28.472,17.801,34.99,,,260.0,303.0,295.0,319.0,0,,1
FP3,HAD,Red Bull Racing,8.0,1.0,SOFT,8.0,82.449,29.132,18.185,35.132,,,248.0,294.0,311.0,295.0,0,,1
FP3,HAD,Red Bull Racing,9.0,1.0,SOFT,9.0,82.025,28.776,18.181,35.068,,,252.0,300.0,315.0,315.0,0,,1
FP3,HAD,Red Bull Racing,10.0,1.0,SOFT,10.0,82.175,28.778,18.305,35.092,,,243.0,282.0,310.0,322.0,0,,1
FP3,HAD,Red Bull Racing,11.0,1.0,SOFT,11.0,,28.659,18.87,,,3884.161,261.0,288.0,,318.0,0,,0
FP3,HAD,Red Bull Racing,12.0,2.0,SOFT,1.0,117.347,53.317,21.455,42.575,5014.339,,178.0,295.0,282.0,152.0,0,,0
FP3,HAD,Red Bull Racing,13.0,2.0,SOFT,2.0,80.137,28.097,17.725,34.315,,,250.0,277.0,307.0,303.0,1,,1
FP3,HAD,Red Bull Racing,14.0,2.0,SOFT,3.0,,47.626,29.229,91.519,,,139.0,207.0,4.0,242.0,0,,0
FP3,HAD,Red Bull Racing,15.0,2.0,SOFT,4.0,,31.781,18.331,,,5454.421,264.0,278.0,,246.0,0,,0
FP3,GAS,Alpine,1.0,1.0,HARD,1.0,103.838,41.143,20.609,42.086,1620.236,,246.0,275.0,273.0,176.0,0,,0
FP3,GAS,Alpine,2.0,1.0,HARD,2.0,83.473,29.52,17.934,36.019,,,265.0,275.0,290.0,289.0,1,,1
FP3,GAS,Alpine,3.0,1.0,HARD,3.0,106.504,39.122,23.223,44.159,,,232.0,274.0,278.0,238.0,0,,1
FP3,GAS,Alpine,4.0,1.0,HARD,4.0,82.663,29.049,17.909,35.705,,,272.0,270.0,298.0,295.0,1,,1
FP3,GAS,Alpine,5.0,1.0,HARD,5.0,141.191,54.088,30.931,56.172,,,135.0,265.0,208.0,178.0,0,,1
FP3,GAS,Alpine,6.0,1.0,HARD,6.0,115.499,37.326,26.248,51.925,,,248.0,243.0,232.0,189.0,0,,0
FP3,GAS,Alpine,7.0,1.0,HARD,7.0,117.575,36.816,25.484,55.275,,,197.0,271.0,209.0,244.0,0,,0
FP3,GAS,Alpine,8.0,1.0,HARD,8.0,,,,,,2487.205,,,,245.0,0,,0
FP3,GAS,Alpine,9.0,2.0,HARD,9.0,134.603,73.026,20.214,41.363,2952.303,,162.0,297.0,276.0,192.0,0,,0
FP3,GAS,Alpine,10.0,2.0,HARD,10.0,86.532,30.537,18.385,37.61,,,264.0,277.0,286.0,262.0,0,,1
FP3,GAS,Alpine,11.0,2.0,HARD,11.0,100.613,34.708,20.255,45.65,,,234.0,284.0,271.0,266.0,0,,1
FP3,GAS,Alpine,12.0,2.0,HARD,12.0,83.046,29.259,17.919,35.868,,,271.0,273.0,285.0,291.0,0,,1
FP3,GAS,Alpine,13.0,2.0,HARD,13.0,86.225,30.421,18.617,37.187,,,244.0,273.0,279.0,281.0,0,,1
FP3,GAS,Alpine,14.0,2.0,HARD,14.0,84.539,29.717,18.119,36.703,,,270.0,272.0,282.0,265.0,0,,1
FP3,GAS,Alpine,15.0,2.0,HARD,15.0,87.327,32.288,18.541,36.498,,,254.0,276.0,294.0,258.0,0,,1
FP3,GAS,Alpine,16.0,2.0,HARD,16.0,84.437,29.266,17.954,37.217,,,255.0,286.0,301.0,282.0,0,,1
FP3,GAS,Alpine,17.0,2.0,HARD,17.0,83.782,29.282,17.924,36.576,,,256.0,290.0,295.0,293.0,0,,1
FP3,GAS,Alpine,18.0,2.0,HARD,18.0,83.528,29.542,17.79,36.196,,,252.0,301.0,293.0,290.0,0,,1
FP3,GAS,Alpine,19.0,2.0,HARD,19.0,103.895,29.502,18.044,56.349,,3948.228,256.0,292.0,,285.0,0,,0
FP3,GAS,Alpine,20.0,3.0,HARD,20.0,,35.388,19.756,,3969.603,4060.799,252.0,283.0,,232.0,0,,0
FP3,GAS,Alpine,21.0,4.0,SOFT,1.0,,,,,4367.262,4520.042,,,,154.0,0,,0
FP3,GAS,Alpine,22.0,5.0,SOFT,2.0,129.561,65.361,20.214,43.986,4947.662,,243.0,281.0,280.0,120.0,0,,0
FP3,GAS,Alpine,23.0,5.0,SOFT,3.0,81.071,28.456,17.75,34.865,,,274.0,300.0,315.0,298.0,1,,1
FP3,GAS,Alpine,24.0,5.0,SOFT,4.0,113.044,43.657,23.14,46.247,,,226.0,220.0,284.0,197.0,0,,1
FP3,GAS,Alpine,25.0,5.0,SOFT,5.0,147.958,31.095,23.518,93.345,,,199.0,218.0,153.0,299.0,0,,1
FP3,GAS,Alpine,26.0,5.0,SOFT,6.0,,32.633,18.03,,,5497.437,253.0,300.0,,252.0,0,,0
FP3,PER,Cadillac,1.0,1.0,MEDIUM,1.0,107.154,42.371,21.693,43.09,1583.776,,228.0,247.0,283.0,176.0,0,,0
FP3,PER,Cadillac,2.0,1.0,MEDIUM,2.0,85.722,30.497,18.193,37.032,,,251.0,292.0,293.0,272.0,1,,1
FP3,PER,Cadillac,3.0,1.0,MEDIUM,3.0,130.03,45.499,35.984,48.547,,,175.0,152.0,285.0,185.0,0,,1
FP3,PER,Cadillac,4.0,1.0,MEDIUM,4.0,84.397,29.862,18.168,36.367,,,264.0,285.0,298.0,292.0,1,,1
FP3,PER,Cadillac,5.0,1.0,MEDIUM,5.0,,46.284,25.055,,,2109.238,216.0,198.0,,228.0,0,,0
FP3,PER,Cadillac,6.0,2.0,MEDIUM,6.0,,87.896,19.755,42.76,2904.144,,227.0,282.0,301.0,45.0,0,,0
FP3,PER,Cadillac,7.0,2.0,MEDIUM,7.0,87.702,31.312,18.418,37.972,,,252.0,293.0,293.0,267.0,0,,1
FP3,PER,Cadillac,8.0,2.0,MEDIUM,8.0,86.575,30.404,18.292,37.879,,,269.0,292.0,275.0,268.0,0,,1
FP3,PER,Cadillac,9.0,2.0,MEDIUM,9.0,86.259,30.476,18.22,37.563,,,264.0,291.0,284.0,277.0,0,,1
FP3,PER,Cadillac,10.0,2.0,MEDIUM,10.0,86.335,30.374,18.393,37.568,,,266.0,284.0,282.0,285.0,0,,1
FP3,PER,Cadillac,11.0,2.0,MEDIUM,11.0,86.565,30.515,18.15,37.9,,,261.0,297.0,286.0,285.0,0,,1
FP3,PER,Cadillac,12.0,2.0,MEDIUM,12.0,86.378,30.519,18.38,37.479,,,263.0,291.0,287.0,270.0,0,,1
FP3,PER,Cadillac,13.0,2.0,MEDIUM,13.0,86.129,30.399,18.29,37.44,,,258.0,289.0,292.0,276.0,0,,1
FP3,PER,Cadillac,14.0,2.0,MEDIUM,14.0,85.54,30.056,18.217,37.267,,,260.0,291.0,293.0,291.0,0,,1
FP3,PER,Cadillac,15.0,2.0,MEDIUM,15.0,86.181,30.365,18.304,37.512,,,262.0,291.0,296.0,290.0,0,,1
FP3,PER,Cadillac,16.0,2.0,MEDIUM,16.0,86.24,30.409,18.325,37.506,,,264.0,304.0,271.0,285.0,0,,1
FP3,PER,Cadillac,17.0,2.0,MEDIUM,17.0,,39.467,23.518,,,4020.389,147.0,236.0,,206.0,0,,0
FP3,PER,Cadillac,18.0,3.0,SOFT,1.0,135.041,62.3,21.27,51.471,5031.7,,230.0,256.0,284.0,77.0,0,,0
FP3,PER,Cadillac,19.0,3.0,SOFT,2.0,102.572,37.66,20.351,44.561,,,225.0,252.0,284.0,301.0,0,,1
FP3,PER,Cadillac,20.0,3.0,SOFT,3.0,,32.192,24.388,97.134,,,155.0,229.0,167.0,250.0,0,,0
FP3,PER,Cadillac,21.0,3.0,SOFT,4.0,,35.386,20.368,,,5510.171,244.0,279.0,,228.0,0,,0
FP3,ANT,Mercedes,1.0,1.0,SOFT,1.0,133.092,68.62,19.972,44.5,2011.171,,247.0,279.0,273.0,156.0,0,,0
FP3,ANT,Mercedes,2.0,1.0,SOFT,2.0,107.429,28.34,17.523,61.566,,,262.0,236.0,206.0,283.0,1,,0
FP3,ANT,Mercedes,3.0,1.0,SOFT,3.0,115.667,39.549,23.798000000000002,52.32,,,193.0,237.0,176.0,227.0,0,,0
FP3,ANT,Mercedes,4.0,1.0,SOFT,4.0,,,,,,2483.205,,,,178.0,0,,0
FP3,ANT,Mercedes,5.0,2.0,SOFT,5.0,126.752,57.818,20.18,48.754,2858.829,,250.0,260.0,265.0,168.0,0,,0
FP3,ANT,Mercedes,6.0,2.0,SOFT,6.0,80.324,28.23,17.582,34.512,,,259.0,283.0,299.0,286.0,1,,1
FP3,ANT,Mercedes,7.0,2.0,SOFT,7.0,120.967,36.259,21.544,63.164,,3158.37,236.0,252.0,,212.0,0,,0
FP3,ANT,Mercedes,8.0,3.0,SOFT,8.0,117.27,61.347,18.581,37.342,3183.26,,259.0,177.0,288.0,217.0,0,,0
FP3,ANT,Mercedes,9.0,3.0,SOFT,9.0,81.911,28.533,17.977,35.401,,,257.0,270.0,291.0,272.0,0,,1
FP3,ANT,Mercedes,10.0,3.0,SOFT,10.0,82.126,28.691,17.942,35.493,,,244.0,303.0,286.0,273.0,0,,1
FP3,ANT,Mercedes,11.0,3.0,SOFT,11.0,81.732,28.657,17.859,35.216,,,250.0,298.0,300.0,271.0,0,,1
FP3,ANT,Mercedes,12.0,3.0,SOFT,12.0,81.268,28.396,17.76,35.112,,,256.0,302.0,298.0,286.0,0,,1
FP3,ANT,Mercedes,13.0,3.0,SOFT,13.0,81.13,28.302,17.74,35.088,,,251.0,296.0,292.0,292.0,0,,1
FP3,ANT,Mercedes,14.0,3.0,SOFT,14.0,81.17,28.497,17.719,34.954,,,249.0,296.0,298.0,287.0,0,,1
FP3,ANT,Mercedes,15.0,3.0,SOFT,15.0,80.884,28.377,17.67,34.837,,,249.0,296.0,303.0,290.0,0,,1
FP3,ANT,Mercedes,16.0,3.0,SOFT,16.0,,31.403,19.474,,,3953.447,254.0,268.0,,241.0,0,,0
FP3,ANT,Mercedes,17.0,4.0,SOFT,1.0,98.493,38.476,20.137,39.88,4265.46,,243.0,244.0,274.0,196.0,0,,0
FP3,ANT,Mercedes,18.0,4.0,SOFT,2.0,,,,,,4841.993,,,,291.0,0,,0
FP3,ALO,Aston Martin,1.0,1.0,MEDIUM,1.0,103.389,40.33,21.553,41.506,1632.252,,241.0,258.0,264.0,161.0,0,,0
FP3,ALO,Aston Martin,2.0,1.0,MEDIUM,2.0,86.04,30.566,18.763,36.711,,,246.0,271.0,293.0,294.0,1,,1
FP3,ALO,Aston Martin,3.0,1.0,MEDIUM,3.0,101.774,38.174,21.138,42.462,,,242.0,273.0,275.0,148.0,0,,1
FP3,ALO,Aston Martin,4.0,1.0,MEDIUM,4.0,84.101,29.731,18.233,36.137,,,262.0,274.0,286.0,293.0,1,,1
FP3,ALO,Aston Martin,5.0,1.0,MEDIUM,5.0,,33.766,20.937,,,2106.441,219.0,268.0,,220.0,0,,0
FP3,ALO,Aston Martin,6.0,2.0,MEDIUM,6.0,,,,,2346.333,2471.345,,,,164.0,0,,0
FP3,ALO,Aston Martin,7.0,3.0,SOFT,1.0,122.162,53.721,21.026,47.415,2926.229,,247.0,196.0,271.0,45.0,0,,0
FP3,ALO,Aston Martin,8.0,3.0,SOFT,2.0,83.717,29.507,18.317,35.893,,,252.0,271.0,276.0,291.0,1,,1
FP3,ALO,Aston Martin,9.0,3.0,SOFT,3.0,103.393,35.049,20.831,47.513,,,245.0,178.0,272.0,262.0,0,,1
FP3,ALO,Aston Martin,10.0,3.0,SOFT,4.0,82.972,29.272,18.176,35.524,,,253.0,272.0,274.0,294.0,1,,1
FP3,ALO,Aston Martin,11.0,3.0,SOFT,5.0,,33.927,20.438,,,3412.193,233.0,268.0,,229.0,0,,0
FP3,ALO,Aston Martin,12.0,4.0,SOFT,6.0,107.836,47.016,21.058,39.762,3646.283,,241.0,268.0,270.0,183.0,0,,0
FP3,ALO,Aston Martin,13.0,4.0,SOFT,7.0,83.054,29.285,18.185,35.584,,,247.0,266.0,284.0,291.0,0,,1
FP3,ALO,Aston Martin,14.0,4.0,SOFT,8.0,101.289,37.197,20.895,43.197,,,171.0,278.0,268.0,250.0,0,,1
FP3,ALO,Aston Martin,15.0,4.0,SOFT,9.0,82.837,29.259,18.248,35.33,,,250.0,266.0,289.0,294.0,1,,1
FP3,ALO,Aston Martin,16.0,4.0,SOFT,10.0,,32.769,20.226,,,4112.06,229.0,275.0,,218.0,0,,0
FP3,ALO,Aston Martin,17.0,5.0,SOFT,1.0,117.097,49.66,20.876,46.561,5023.644,,242.0,251.0,275.0,98.0,0,,0
FP3,ALO,Aston Martin,18.0,5.0,SOFT,2.0,82.72,29.185,18.179,35.356,,,240.0,270.0,292.0,298.0,1,,1
FP3,ALO,Aston Martin,19.0,5.0,SOFT,3.0,,41.113,27.524,,,,177.0,199.0,157.0,214.0,0,,0
FP3,ALO,Aston Martin,20.0,5.0,SOFT,4.0,,35.003,21.071,,,5487.405,211.0,259.0,,211.0,0,,0
FP3,LEC,Ferrari,1.0,1.0,SOFT,1.0,114.579,40.945,21.264,52.37,2013.392,,230.0,305.0,226.0,186.0,0,,0
FP3,LEC,Ferrari,2.0,1.0,SOFT,2.0,114.611,36.909,21.54,56.162,,,225.0,262.0,271.0,169.0,1,,0
FP3,LEC,Ferrari,3.0,1.0,SOFT,3.0,112.015,37.149,23.381,51.485,,,226.0,267.0,203.0,235.0,1,,0
FP3,LEC,Ferrari,4.0,1.0,SOFT,4.0,,,,,,2473.439,,,,157.0,0,,0
