GP,Driver,Team,Stint,Compound,TyreLife,LapNumber,LapTime_sec,Sector1Time_sec,Sector2Time_sec,Sector3Time_sec,FreshTyre,LongRunID,CleanLapCount
R01_Australia,NOR,McLaren,1.0,MEDIUM,7.0,7.0,84.978,30.067,17.764,37.147,True,R01_Australia_NOR_S1,9
R01_Australia,NOR,McLaren,1.0,MEDIUM,8.0,8.0,85.299,30.191,17.97,37.138,True,R01_Australia_NOR_S1,9
R01_Australia,NOR,McLaren,1.0,MEDIUM,9.0,9.0,85.639,30.135,17.77,37.734,True,R01_Australia_NOR_S1,9
R01_Australia,NOR,McLaren,1.0,MEDIUM,10.0,10.0,85.295,30.117,17.924,37.254,True,R01_Australia_NOR_S1,9
R01_Australia,NOR,McLaren,2.0,HARD,3.0,14.0,84.233,29.882,17.87,36.481,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,4.0,15.0,83.784,29.402,17.899,36.483,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,5.0,16.0,83.912,29.524,17.919,36.469,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,6.0,17.0,84.053,29.442,18.015,36.596,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,10.0,21.0,83.972,29.499,18.129,36.344,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,11.0,22.0,83.687,29.317,17.999,36.371,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,12.0,23.0,83.534,29.254,17.992,36.288,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,13.0,24.0,83.394,29.302,17.929,36.163,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,14.0,25.0,83.5,29.373,17.925,36.202,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,15.0,26.0,83.403,29.35,17.894,36.159,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,16.0,27.0,83.896,29.426,18.011,36.459,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,17.0,28.0,84.04,29.538,17.988,36.514,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,18.0,29.0,84.08,29.692,17.992,36.396,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,19.0,30.0,83.961,29.515,17.966,36.48,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,20.0,31.0,84.094,29.604,17.958,36.532,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,21.0,32.0,84.075,29.481,17.98,36.614,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,2.0,HARD,22.0,33.0,84.79,30.039,18.027,36.724,True,R01_Australia_NOR_S2,17
R01_Australia,NOR,McLaren,3.0,MEDIUM,2.0,36.0,83.324,29.282,17.819,36.223,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,3.0,37.0,83.448,29.399,17.652,36.397,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,4.0,38.0,83.423,29.202,17.867,36.354,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,5.0,39.0,84.001,29.482,18.144,36.375,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,6.0,40.0,83.397,29.188,17.861,36.348,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,7.0,41.0,83.762,29.481,18.0,36.281,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,8.0,42.0,83.347,29.334,17.955,36.058,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,9.0,43.0,83.286,29.377,17.865,36.044,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,10.0,44.0,83.192,29.308,17.809,36.075,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,11.0,45.0,82.886,29.236,17.8,35.85,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,12.0,46.0,82.908,29.05,17.644,36.214,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,13.0,47.0,82.778,29.083,17.798,35.897,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,14.0,48.0,82.953,29.106,17.743,36.104,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,15.0,49.0,82.804,29.043,17.88,35.881,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,16.0,50.0,82.763,29.057,17.845,35.861,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,17.0,51.0,82.598,29.032,17.854,35.712,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,18.0,52.0,82.784,29.077,17.781,35.926,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,19.0,53.0,82.358,28.979,17.78,35.599,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,20.0,54.0,82.796,29.006,17.779,36.011,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,21.0,55.0,82.867,29.076,17.822,35.969,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,22.0,56.0,82.843,29.096,17.831,35.916,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,23.0,57.0,83.416,29.563,17.762,36.091,True,R01_Australia_NOR_S3,23
R01_Australia,NOR,McLaren,3.0,MEDIUM,24.0,58.0,83.046,29.171,17.845,36.03,True,R01_Australia_NOR_S3,23
R01_Australia,OCO,Haas F1 Team,1.0,MEDIUM,2.0,2.0,87.035,31.014,17.977,38.044,True,R01_Australia_OCO_S1,9
R01_Australia,OCO,Haas F1 Team,1.0,MEDIUM,3.0,3.0,86.567,30.865,17.978,37.724,True,R01_Australia_OCO_S1,9
R01_Australia,OCO,Haas F1 Team,1.0,MEDIUM,4.0,4.0,86.186,30.431,17.642,38.113,True,R01_Australia_OCO_S1,9
R01_Australia,OCO,Haas F1 Team,1.0,MEDIUM,5.0,5.0,86.808,30.836,17.956,38.016,True,R01_Australia_OCO_S1,9
R01_Australia,OCO,Haas F1 Team,1.0,MEDIUM,6.0,6.0,85.569,30.704,17.956,36.909,True,R01_Australia_OCO_S1,9
R01_Australia,OCO,Haas F1 Team,1.0,MEDIUM,7.0,7.0,85.087,30.269,17.909,36.909,True,R01_Australia_OCO_S1,9
R01_Australia,OCO,Haas F1 Team,1.0,MEDIUM,8.0,8.0,85.029,30.287,17.905,36.837,True,R01_Australia_OCO_S1,9
R01_Australia,OCO,Haas F1 Team,1.0,MEDIUM,9.0,9.0,85.552,30.308,17.927,37.317,True,R01_Australia_OCO_S1,9
R01_Australia,OCO,Haas F1 Team,1.0,MEDIUM,10.0,10.0,85.632,30.464,17.902,37.266,True,R01_Australia_OCO_S1,9
R01_Australia,OCO,Haas F1 Team,2.0,HARD,3.0,14.0,85.303,30.4,17.985,36.918,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,4.0,15.0,85.36,30.329,17.972,37.059,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,5.0,16.0,85.43,30.332,17.995,37.103,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,6.0,17.0,85.716,30.159,17.982,37.575,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,9.0,20.0,86.713,31.066,17.873,37.774,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,10.0,21.0,86.571,31.496,17.886,37.189,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,11.0,22.0,84.821,29.967,17.651,37.203,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,12.0,23.0,84.65,29.889,17.634,37.127,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,13.0,24.0,85.255,30.114,18.787,36.354,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,14.0,25.0,84.424,29.924,17.752,36.748,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,15.0,26.0,84.696,30.001,17.783,36.912,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,16.0,27.0,84.801,29.828,17.799,37.174,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,17.0,28.0,84.737,29.828,17.835,37.074,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,18.0,29.0,84.769,29.932,17.765,37.072,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,19.0,30.0,84.966,30.182,17.741,37.043,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,20.0,31.0,85.307,30.066,17.593,37.648,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,21.0,32.0,85.045,30.295,17.641,37.109,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,24.0,35.0,85.199,30.107,17.711,37.381,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,25.0,36.0,85.018,30.015,17.675,37.328,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,26.0,37.0,85.462,30.176,17.482,37.804,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,27.0,38.0,86.972,30.327,18.318,38.327,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,28.0,39.0,85.913,30.944,18.047,36.922,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,29.0,40.0,85.433,30.255,17.793,37.385,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,30.0,41.0,85.164,30.281,17.633,37.25,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,31.0,42.0,85.249,30.317,17.775,37.157,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,32.0,43.0,85.106,30.046,17.62,37.44,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,33.0,44.0,86.597,30.143,17.654,38.8,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,34.0,45.0,85.228,30.093,17.752,37.383,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,35.0,46.0,86.221,30.232,17.388,38.601,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,36.0,47.0,86.334,31.078,17.881,37.375,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,37.0,48.0,85.019,29.989,17.756,37.274,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,38.0,49.0,85.115,29.863,17.963,37.289,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,39.0,50.0,86.815,30.11,19.111,37.594,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,40.0,51.0,86.297,31.435,17.814,37.048,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,41.0,52.0,84.584,29.943,17.711,36.93,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,42.0,53.0,84.622,29.831,17.621,37.17,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,43.0,54.0,84.908,29.963,17.561,37.384,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,44.0,55.0,84.577,30.097,17.655,36.825,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,45.0,56.0,84.533,29.888,17.767,36.878,True,R01_Australia_OCO_S2,40
R01_Australia,OCO,Haas F1 Team,2.0,HARD,46.0,57.0,84.573,29.92,17.754,36.899,True,R01_Australia_OCO_S2,40
R01_Australia,PER,Cadillac,1.0,MEDIUM,4.0,4.0,87.222,30.827,18.195,38.2,True,R01_Australia_PER_S1,7
R01_Australia,PER,Cadillac,1.0,MEDIUM,6.0,6.0,87.595,31.178,18.288,38.129,True,R01_Australia_PER_S1,7
R01_Australia,PER,Cadillac,1.0,MEDIUM,7.0,7.0,87.625,31.003,18.3,38.322,True,R01_Australia_PER_S1,7
R01_Australia,PER,Cadillac,1.0,MEDIUM,8.0,8.0,87.184,30.946,18.193,38.045,True,R01_Australia_PER_S1,7
R01_Australia,PER,Cadillac,1.0,MEDIUM,9.0,9.0,87.05,30.807,18.233,38.01,True,R01_Australia_PER_S1,7
R01_Australia,PER,Cadillac,1.0,MEDIUM,10.0,10.0,87.595,30.981,18.397,38.217,True,R01_Australia_PER_S1,7
R01_Australia,PER,Cadillac,1.0,MEDIUM,14.0,14.0,87.084,30.356,18.641,38.087,True,R01_Australia_PER_S1,7
R01_Australia,PER,Cadillac,2.0,HARD,2.0,20.0,86.49,30.352,18.323,37.815,True,R01_Australia_PER_S2,10
R01_Australia,PER,Cadillac,2.0,HARD,3.0,21.0,87.262,30.52,18.341,38.401,True,R01_Australia_PER_S2,10
R01_Australia,PER,Cadillac,2.0,HARD,5.0,23.0,87.457,31.521,18.152,37.784,True,R01_Australia_PER_S2,10
R01_Australia,PER,Cadillac,2.0,HARD,7.0,25.0,87.093,30.785,18.117,38.191,True,R01_Australia_PER_S2,10
R01_Australia,PER,Cadillac,2.0,HARD,11.0,29.0,86.934,30.669,18.062,38.203,True,R01_Australia_PER_S2,10
R01_Australia,PER,Cadillac,2.0,HARD,12.0,30.0,87.419,30.911,18.227,38.281,True,R01_Australia_PER_S2,10
R01_Australia,PER,Cadillac,2.0,HARD,16.0,34.0,87.151,30.958,18.172,38.021,True,R01_Australia_PER_S2,10
R01_Australia,PER,Cadillac,2.0,HARD,19.0,37.0,87.081,30.894,18.169,38.018,True,R01_Australia_PER_S2,10
R01_Australia,PER,Cadillac,2.0,HARD,20.0,38.0,86.93,30.567,18.38,37.983,True,R01_Australia_PER_S2,10
R01_Australia,PER,Cadillac,2.0,HARD,21.0,39.0,87.099,30.501,18.506,38.092,True,R01_Australia_PER_S2,10
R01_Australia,PER,Cadillac,3.0,SOFT,2.0,45.0,86.314,29.952,18.089,38.273,True,R01_Australia_PER_S3,8
R01_Australia,PER,Cadillac,3.0,SOFT,4.0,47.0,86.07,30.284,18.074,37.712,True,R01_Australia_PER_S3,8
R01_Australia,PER,Cadillac,3.0,SOFT,5.0,48.0,86.151,30.4,18.042,37.709,True,R01_Australia_PER_S3,8
R01_Australia,PER,Cadillac,3.0,SOFT,6.0,49.0,86.21,30.263,18.141,37.806,True,R01_Australia_PER_S3,8
R01_Australia,PER,Cadillac,3.0,SOFT,7.0,50.0,86.085,30.231,18.02,37.834,True,R01_Australia_PER_S3,8
R01_Australia,PER,Cadillac,3.0,SOFT,8.0,51.0,86.2,30.231,18.073,37.896,True,R01_Australia_PER_S3,8
R01_Australia,PER,Cadillac,3.0,SOFT,9.0,52.0,86.412,30.033,18.306,38.073,True,R01_Australia_PER_S3,8
R01_Australia,PER,Cadillac,3.0,SOFT,10.0,53.0,86.13,30.276,18.011,37.843,True,R01_Australia_PER_S3,8
R01_Australia,RUS,Mercedes,1.0,MEDIUM,2.0,2.0,85.007,29.753,17.841,37.413,True,R01_Australia_RUS_S1,10
R01_Australia,RUS,Mercedes,1.0,MEDIUM,3.0,3.0,86.444,29.845,18.533,38.066,True,R01_Australia_RUS_S1,10
R01_Australia,RUS,Mercedes,1.0,MEDIUM,4.0,4.0,84.789,29.949,17.802,37.038,True,R01_Australia_RUS_S1,10
R01_Australia,RUS,Mercedes,1.0,MEDIUM,5.0,5.0,84.017,29.636,17.848,36.533,True,R01_Australia_RUS_S1,10
R01_Australia,RUS,Mercedes,1.0,MEDIUM,6.0,6.0,84.639,29.498,17.709,37.432,True,R01_Australia_RUS_S1,10
R01_Australia,RUS,Mercedes,1.0,MEDIUM,7.0,7.0,84.099,29.617,18.059,36.423,True,R01_Australia_RUS_S1,10
R01_Australia,RUS,Mercedes,1.0,MEDIUM,8.0,8.0,85.19,29.435,18.391,37.364,True,R01_Australia_RUS_S1,10
R01_Australia,RUS,Mercedes,1.0,MEDIUM,9.0,9.0,85.978,31.313,18.163,36.502,True,R01_Australia_RUS_S1,10
R01_Australia,RUS,Mercedes,1.0,MEDIUM,10.0,10.0,84.112,29.655,18.171,36.286,True,R01_Australia_RUS_S1,10
R01_Australia,RUS,Mercedes,1.0,MEDIUM,11.0,11.0,83.967,29.442,18.107,36.418,True,R01_Australia_RUS_S1,10
R01_Australia,RUS,Mercedes,2.0,HARD,3.0,15.0,82.825,29.08,17.746,35.999,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,4.0,16.0,82.923,29.106,17.699,36.118,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,5.0,17.0,82.765,29.085,17.75,35.93,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,9.0,21.0,82.67,28.979,17.717,35.974,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,10.0,22.0,82.892,29.065,17.777,36.05,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,11.0,23.0,82.828,28.915,17.696,36.217,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,12.0,24.0,83.466,29.631,17.798,36.037,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,13.0,25.0,82.879,28.936,17.717,36.226,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,14.0,26.0,83.093,29.058,17.797,36.238,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,15.0,27.0,83.188,29.123,17.719,36.346,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,16.0,28.0,83.39,28.857,17.643,36.89,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,17.0,29.0,83.486,29.066,18.031,36.389,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,18.0,30.0,83.272,29.204,17.788,36.28,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,19.0,31.0,83.147,29.132,17.699,36.316,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,20.0,32.0,83.54,29.174,17.728,36.638,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,21.0,33.0,83.838,29.242,17.777,36.819,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,23.0,35.0,83.017,29.314,17.824,35.879,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,24.0,36.0,82.729,29.079,17.753,35.897,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,25.0,37.0,82.839,29.197,17.745,35.897,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,26.0,38.0,82.863,29.211,17.79,35.862,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,27.0,39.0,82.738,29.102,17.664,35.972,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,28.0,40.0,82.915,29.172,17.651,36.092,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,29.0,41.0,83.073,29.173,17.609,36.291,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,30.0,42.0,83.054,29.325,17.652,36.077,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,31.0,43.0,82.893,29.111,17.575,36.207,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,32.0,44.0,82.856,29.17,17.585,36.101,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,33.0,45.0,83.477,29.305,17.512,36.66,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,34.0,46.0,83.751,29.348,18.049,36.354,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,35.0,47.0,83.033,29.286,17.617,36.13,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,36.0,48.0,83.034,29.18,17.596,36.258,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,37.0,49.0,82.844,29.104,17.537,36.203,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,38.0,50.0,83.087,29.182,17.631,36.274,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,39.0,51.0,82.762,29.204,17.493,36.065,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,40.0,52.0,83.106,29.323,17.606,36.177,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,41.0,53.0,83.069,29.144,17.461,36.464,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,42.0,54.0,83.1,29.272,17.56,36.268,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,43.0,55.0,82.67,29.116,17.549,36.005,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,44.0,56.0,82.757,29.134,17.535,36.088,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,45.0,57.0,83.188,29.225,17.458,36.505,True,R01_Australia_RUS_S2,40
R01_Australia,RUS,Mercedes,2.0,HARD,46.0,58.0,83.351,29.312,17.63,36.409,True,R01_Australia_RUS_S2,40
R01_Australia,SAI,Williams,1.0,SOFT,4.0,4.0,87.216,30.511,18.372,38.333,True,R01_Australia_SAI_S1,7
R01_Australia,SAI,Williams,1.0,SOFT,5.0,5.0,87.511,30.419,18.057,39.035,True,R01_Australia_SAI_S1,7
R01_Australia,SAI,Williams,1.0,SOFT,6.0,6.0,86.872,30.787,18.201,37.884,True,R01_Australia_SAI_S1,7
R01_Australia,SAI,Williams,1.0,SOFT,7.0,7.0,85.698,30.022,18.348,37.328,True,R01_Australia_SAI_S1,7
R01_Australia,SAI,Williams,1.0,SOFT,8.0,8.0,85.433,30.051,18.228,37.154,True,R01_Australia_SAI_S1,7
R01_Australia,SAI,Williams,1.0,SOFT,9.0,9.0,85.826,29.997,18.347,37.482,True,R01_Australia_SAI_S1,7
R01_Australia,SAI,Williams,1.0,SOFT,10.0,10.0,86.202,30.638,18.332,37.232,True,R01_Australia_SAI_S1,7
R01_Australia,SAI,Williams,2.0,HARD,3.0,14.0,84.927,29.998,18.087,36.842,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,4.0,15.0,84.824,29.765,18.155,36.904,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,5.0,16.0,84.94,29.783,18.143,37.014,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,6.0,17.0,85.151,29.86,18.235,37.056,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,9.0,20.0,85.394,29.948,18.238,37.208,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,10.0,21.0,85.409,29.886,18.212,37.311,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,11.0,22.0,85.37,30.0,18.143,37.227,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,12.0,23.0,85.6,29.925,18.23,37.445,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,13.0,24.0,85.704,30.109,18.234,37.361,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,14.0,25.0,86.122,30.227,18.286,37.609,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,15.0,26.0,86.141,30.101,18.471,37.569,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,16.0,27.0,86.124,30.032,18.344,37.748,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,17.0,28.0,86.796,30.439,18.438,37.919,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,19.0,30.0,87.095,30.748,18.308,38.039,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,20.0,31.0,86.639,30.585,18.197,37.857,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,2.0,HARD,21.0,32.0,87.386,30.628,18.361,38.397,True,R01_Australia_SAI_S2,16
R01_Australia,SAI,Williams,3.0,MEDIUM,2.0,35.0,84.881,29.725,18.12,37.036,True,R01_Australia_SAI_S3,10
R01_Australia,SAI,Williams,3.0,MEDIUM,3.0,36.0,84.804,29.914,18.07,36.82,True,R01_Australia_SAI_S3,10
R01_Australia,SAI,Williams,3.0,MEDIUM,4.0,37.0,85.21,29.697,18.099,37.414,True,R01_Australia_SAI_S3,10
R01_Australia,SAI,Williams,3.0,MEDIUM,5.0,38.0,87.205,30.364,18.312,38.529,True,R01_Australia_SAI_S3,10
R01_Australia,SAI,Williams,3.0,MEDIUM,6.0,39.0,87.266,30.213,17.83,39.223,True,R01_Australia_SAI_S3,10
R01_Australia,SAI,Williams,3.0,MEDIUM,7.0,40.0,86.222,30.49,17.986,37.746,True,R01_Australia_SAI_S3,10
R01_Australia,SAI,Williams,3.0,MEDIUM,8.0,41.0,86.717,30.627,17.963,38.127,True,R01_Australia_SAI_S3,10
R01_Australia,SAI,Williams,3.0,MEDIUM,9.0,42.0,85.361,30.05,17.96,37.351,True,R01_Australia_SAI_S3,10
R01_Australia,SAI,Williams,3.0,MEDIUM,10.0,43.0,85.287,30.117,17.882,37.288,True,R01_Australia_SAI_S3,10
R01_Australia,SAI,Williams,3.0,MEDIUM,11.0,44.0,85.529,30.218,18.005,37.306,True,R01_Australia_SAI_S3,10
R01_Australia,SAI,Williams,4.0,SOFT,3.0,48.0,84.977,30.091,18.142,36.744,True,R01_Australia_SAI_S4,8
R01_Australia,SAI,Williams,4.0,SOFT,4.0,49.0,83.922,29.343,18.041,36.538,True,R01_Australia_SAI_S4,8
R01_Australia,SAI,Williams,4.0,SOFT,5.0,50.0,83.6,29.2,17.936,36.464,True,R01_Australia_SAI_S4,8
