GP,Driver,Team,Stint,Compound,TyreLife,LapNumber,LapTime_sec,Sector1Time_sec,Sector2Time_sec,Sector3Time_sec,FreshTyre,LongRunID,CleanLapCount
R02_China,LAW,Racing Bulls,2.0,HARD,26.0,35.0,98.009,25.786,30.09,42.133,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,27.0,36.0,97.981,25.804,29.62,42.557,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,28.0,37.0,97.972,26.089,29.555,42.328,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,29.0,38.0,97.568,25.79,29.497,42.281,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,30.0,39.0,97.763,25.824,29.535,42.404,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,31.0,40.0,97.81,26.032,29.449,42.329,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,32.0,41.0,97.616,25.711,29.404,42.501,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,33.0,42.0,97.556,25.758,29.421,42.377,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,34.0,43.0,97.561,25.734,29.425,42.402,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,35.0,44.0,97.354,25.636,29.449,42.269,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,36.0,45.0,97.547,25.595,29.5,42.452,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,37.0,46.0,97.369,25.556,29.476,42.337,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,38.0,47.0,97.298,25.579,29.339,42.38,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,39.0,48.0,97.443,25.642,29.43,42.371,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,40.0,49.0,97.457,25.599,29.495,42.363,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,41.0,50.0,97.201,25.469,29.437,42.295,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,42.0,51.0,97.393,25.586,29.535,42.272,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,43.0,52.0,97.324,25.544,29.481,42.299,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,45.0,54.0,97.202,25.555,29.431,42.216,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,46.0,55.0,97.166,25.444,29.481,42.241,True,R02_China_LAW_S2,37
R02_China,LAW,Racing Bulls,2.0,HARD,47.0,56.0,97.096,25.458,29.543,42.095,True,R02_China_LAW_S2,37
R02_China,LEC,Ferrari,1.0,MEDIUM,2.0,2.0,98.558,25.954,29.998,42.606,True,R02_China_LEC_S1,8
R02_China,LEC,Ferrari,1.0,MEDIUM,3.0,3.0,99.148,26.669,29.902,42.577,True,R02_China_LEC_S1,8
R02_China,LEC,Ferrari,1.0,MEDIUM,4.0,4.0,97.835,25.914,29.661,42.26,True,R02_China_LEC_S1,8
R02_China,LEC,Ferrari,1.0,MEDIUM,5.0,5.0,97.863,25.914,29.632,42.317,True,R02_China_LEC_S1,8
R02_China,LEC,Ferrari,1.0,MEDIUM,6.0,6.0,98.136,26.144,29.86,42.132,True,R02_China_LEC_S1,8
R02_China,LEC,Ferrari,1.0,MEDIUM,7.0,7.0,97.994,25.894,29.733,42.367,True,R02_China_LEC_S1,8
R02_China,LEC,Ferrari,1.0,MEDIUM,8.0,8.0,97.794,25.841,29.734,42.219,True,R02_China_LEC_S1,8
R02_China,LEC,Ferrari,1.0,MEDIUM,9.0,9.0,98.13,26.108,29.872,42.15,True,R02_China_LEC_S1,8
R02_China,LEC,Ferrari,2.0,HARD,4.0,14.0,99.851,26.409,30.888,42.554,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,5.0,15.0,97.205,25.671,29.86,41.674,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,6.0,16.0,97.306,25.684,29.518,42.104,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,7.0,17.0,96.877,25.833,29.22,41.824,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,9.0,19.0,96.861,25.435,29.322,42.104,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,10.0,20.0,96.833,25.608,29.339,41.886,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,11.0,21.0,96.705,25.423,29.23,42.052,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,12.0,22.0,96.643,25.59,29.215,41.838,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,13.0,23.0,96.813,25.616,29.24,41.957,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,14.0,24.0,97.277,25.656,29.4,42.221,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,15.0,25.0,97.681,26.054,29.422,42.205,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,16.0,26.0,97.574,25.771,29.158,42.645,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,17.0,27.0,97.872,25.711,30.036,42.125,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,19.0,29.0,97.107,25.517,29.109,42.481,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,20.0,30.0,96.797,25.699,29.408,41.69,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,21.0,31.0,96.409,25.405,29.148,41.856,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,22.0,32.0,96.624,25.841,29.185,41.598,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,24.0,34.0,96.729,25.656,29.08,41.993,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,25.0,35.0,98.511,25.494,29.203,43.814,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,26.0,36.0,97.247,25.858,29.426,41.963,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,27.0,37.0,96.767,25.901,29.213,41.653,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,28.0,38.0,96.759,25.516,29.349,41.894,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,29.0,39.0,96.993,25.561,29.25,42.182,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,30.0,40.0,98.256,26.043,29.941,42.272,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,31.0,41.0,96.84,25.517,29.252,42.071,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,32.0,42.0,96.795,25.544,29.158,42.093,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,33.0,43.0,96.584,25.335,29.135,42.114,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,34.0,44.0,96.649,25.554,29.115,41.98,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,35.0,45.0,97.224,25.414,29.223,42.587,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,36.0,46.0,96.271,25.203,29.112,41.956,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,37.0,47.0,96.204,25.441,29.151,41.612,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,38.0,48.0,96.228,25.151,29.049,42.028,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,39.0,49.0,96.331,25.332,28.967,42.032,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,40.0,50.0,96.387,25.34,29.021,42.026,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,41.0,51.0,96.744,25.22,28.931,42.593,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,42.0,52.0,96.324,25.373,28.989,41.962,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,44.0,54.0,96.213,25.197,28.969,42.047,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,45.0,55.0,96.134,25.047,29.019,42.068,True,R02_China_LEC_S2,39
R02_China,LEC,Ferrari,2.0,HARD,46.0,56.0,96.011,25.129,28.862,42.02,True,R02_China_LEC_S2,39
R02_China,LIN,Racing Bulls,1.0,HARD,2.0,2.0,101.049,26.553,31.14,43.356,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,3.0,3.0,99.308,26.135,30.408,42.765,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,4.0,4.0,99.298,25.808,30.252,43.238,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,5.0,5.0,99.395,26.065,30.405,42.925,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,6.0,6.0,99.363,26.056,30.378,42.929,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,7.0,7.0,99.198,25.898,30.408,42.892,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,8.0,8.0,99.45,26.064,30.44,42.946,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,9.0,9.0,99.859,26.316,30.745,42.798,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,14.0,14.0,100.873,26.298,30.968,43.607,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,15.0,15.0,99.084,26.252,30.235,42.597,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,16.0,16.0,99.328,25.876,30.217,43.235,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,19.0,19.0,99.363,26.075,30.303,42.985,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,20.0,20.0,99.466,26.213,30.418,42.835,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,21.0,21.0,99.78,25.823,30.148,43.809,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,22.0,22.0,99.306,26.144,30.331,42.831,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,23.0,23.0,98.456,25.919,30.047,42.49,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,24.0,24.0,98.975,25.96,30.206,42.809,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,25.0,25.0,99.529,26.052,30.166,43.311,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,26.0,26.0,99.139,26.176,30.255,42.708,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,28.0,28.0,99.843,26.661,30.116,43.066,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,29.0,29.0,98.66,25.851,30.018,42.791,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,30.0,30.0,98.503,25.844,29.915,42.744,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,31.0,31.0,98.543,25.856,29.932,42.755,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,32.0,32.0,98.387,25.793,29.936,42.658,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,34.0,34.0,98.471,25.882,29.88,42.709,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,35.0,35.0,98.321,25.815,29.825,42.681,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,36.0,36.0,98.052,25.75,29.838,42.464,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,37.0,37.0,98.067,25.72,29.682,42.665,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,38.0,38.0,97.97,25.71,29.706,42.554,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,39.0,39.0,98.031,25.708,29.736,42.587,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,40.0,40.0,98.037,25.666,29.573,42.798,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,1.0,HARD,41.0,41.0,100.061,25.665,29.663,44.733,True,R02_China_LIN_S1,32
R02_China,LIN,Racing Bulls,2.0,MEDIUM,2.0,44.0,96.338,25.297,29.065,41.976,True,R02_China_LIN_S2,11
R02_China,LIN,Racing Bulls,2.0,MEDIUM,3.0,45.0,96.104,25.082,29.099,41.923,True,R02_China_LIN_S2,11
R02_China,LIN,Racing Bulls,2.0,MEDIUM,4.0,46.0,96.099,25.11,29.057,41.932,True,R02_China_LIN_S2,11
R02_China,LIN,Racing Bulls,2.0,MEDIUM,5.0,47.0,96.147,25.21,29.12,41.817,True,R02_China_LIN_S2,11
R02_China,LIN,Racing Bulls,2.0,MEDIUM,6.0,48.0,96.224,25.113,29.245,41.866,True,R02_China_LIN_S2,11
R02_China,LIN,Racing Bulls,2.0,MEDIUM,7.0,49.0,96.203,25.181,29.149,41.873,True,R02_China_LIN_S2,11
R02_China,LIN,Racing Bulls,2.0,MEDIUM,8.0,50.0,96.382,25.16,29.197,42.025,True,R02_China_LIN_S2,11
R02_China,LIN,Racing Bulls,2.0,MEDIUM,9.0,51.0,96.782,25.207,29.435,42.14,True,R02_China_LIN_S2,11
R02_China,LIN,Racing Bulls,2.0,MEDIUM,11.0,53.0,97.164,25.472,29.536,42.156,True,R02_China_LIN_S2,11
R02_China,LIN,Racing Bulls,2.0,MEDIUM,12.0,54.0,97.477,25.465,29.701,42.311,True,R02_China_LIN_S2,11
R02_China,LIN,Racing Bulls,2.0,MEDIUM,13.0,55.0,97.504,25.575,29.659,42.27,True,R02_China_LIN_S2,11
R02_China,OCO,Haas F1 Team,1.0,HARD,2.0,2.0,99.736,26.498,30.518,42.72,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,3.0,3.0,99.082,26.297,30.078,42.707,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,4.0,4.0,99.102,26.051,30.22,42.831,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,5.0,5.0,98.846,26.059,30.26,42.527,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,6.0,6.0,98.758,26.082,29.95,42.726,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,7.0,7.0,99.086,26.271,29.883,42.932,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,8.0,8.0,99.015,26.219,30.012,42.784,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,9.0,9.0,99.018,26.316,30.007,42.695,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,14.0,14.0,100.325,26.252,30.75,43.323,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,15.0,15.0,99.043,25.887,30.079,43.077,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,16.0,16.0,99.417,26.089,30.601,42.727,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,17.0,17.0,98.357,25.939,29.989,42.429,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,19.0,19.0,99.911,26.071,30.6,43.24,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,20.0,20.0,98.991,26.589,29.733,42.669,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,21.0,21.0,99.822,26.304,30.509,43.009,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,22.0,22.0,98.7,26.286,29.867,42.547,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,23.0,23.0,98.334,25.954,29.953,42.427,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,24.0,24.0,98.85,26.031,29.845,42.974,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,25.0,25.0,98.331,26.234,29.77,42.327,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,1.0,HARD,26.0,26.0,97.825,25.759,29.811,42.255,True,R02_China_OCO_S1,20
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,2.0,31.0,96.926,25.094,29.333,42.499,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,3.0,32.0,97.104,25.872,29.248,41.984,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,5.0,34.0,98.474,25.942,30.017,42.515,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,6.0,35.0,98.037,25.818,29.735,42.484,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,7.0,36.0,98.817,25.999,29.994,42.824,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,8.0,37.0,97.83,25.984,29.561,42.285,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,9.0,38.0,97.694,25.625,29.522,42.547,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,10.0,39.0,98.017,25.887,29.533,42.597,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,11.0,40.0,98.068,25.942,29.628,42.498,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,12.0,41.0,97.901,25.756,29.555,42.59,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,13.0,42.0,98.014,25.948,29.502,42.564,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,14.0,43.0,99.758,26.982,30.053,42.723,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,15.0,44.0,97.846,25.92,29.585,42.341,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,2.0,MEDIUM,16.0,45.0,99.146,25.615,29.622,43.909,True,R02_China_OCO_S2,14
R02_China,OCO,Haas F1 Team,3.0,SOFT,2.0,48.0,96.461,25.461,28.951,42.049,True,R02_China_OCO_S3,7
R02_China,OCO,Haas F1 Team,3.0,SOFT,3.0,49.0,96.746,25.414,29.104,42.228,True,R02_China_OCO_S3,7
R02_China,OCO,Haas F1 Team,3.0,SOFT,4.0,50.0,96.427,25.302,29.174,41.951,True,R02_China_OCO_S3,7
R02_China,OCO,Haas F1 Team,3.0,SOFT,5.0,51.0,96.476,25.394,29.09,41.992,True,R02_China_OCO_S3,7
R02_China,OCO,Haas F1 Team,3.0,SOFT,7.0,53.0,96.642,25.511,29.054,42.077,True,R02_China_OCO_S3,7
R02_China,OCO,Haas F1 Team,3.0,SOFT,8.0,54.0,95.964,25.355,28.897,41.712,True,R02_China_OCO_S3,7
R02_China,OCO,Haas F1 Team,3.0,SOFT,9.0,55.0,96.281,25.237,29.083,41.961,True,R02_China_OCO_S3,7
R02_China,PER,Cadillac,1.0,MEDIUM,2.0,2.0,101.066,26.586,30.736,43.744,True,R02_China_PER_S1,8
R02_China,PER,Cadillac,1.0,MEDIUM,3.0,3.0,101.224,26.559,31.121,43.544,True,R02_China_PER_S1,8
R02_China,PER,Cadillac,1.0,MEDIUM,4.0,4.0,100.934,26.488,30.989,43.457,True,R02_China_PER_S1,8
R02_China,PER,Cadillac,1.0,MEDIUM,5.0,5.0,100.978,26.428,30.987,43.563,True,R02_China_PER_S1,8
R02_China,PER,Cadillac,1.0,MEDIUM,6.0,6.0,100.557,26.336,30.959,43.262,True,R02_China_PER_S1,8
R02_China,PER,Cadillac,1.0,MEDIUM,7.0,7.0,100.918,26.521,30.988,43.409,True,R02_China_PER_S1,8
R02_China,PER,Cadillac,1.0,MEDIUM,8.0,8.0,101.103,26.456,31.044,43.603,True,R02_China_PER_S1,8
R02_China,PER,Cadillac,1.0,MEDIUM,9.0,9.0,101.781,26.681,31.251,43.849,True,R02_China_PER_S1,8
R02_China,PER,Cadillac,2.0,HARD,3.0,14.0,101.759,26.987,31.116,43.656,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,4.0,15.0,100.004,26.319,30.887,42.798,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,5.0,16.0,99.621,26.132,30.683,42.806,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,8.0,19.0,99.731,26.312,30.675,42.744,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,9.0,20.0,100.134,26.383,30.892,42.859,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,10.0,21.0,99.682,26.359,30.577,42.746,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,11.0,22.0,99.622,26.152,30.638,42.832,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,12.0,23.0,99.75,26.358,30.59,42.802,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,13.0,24.0,99.736,26.357,30.633,42.746,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,14.0,25.0,100.542,26.847,30.729,42.966,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,15.0,26.0,100.01,26.277,30.698,43.035,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,17.0,28.0,99.583,26.26,30.643,42.68,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,18.0,29.0,100.437,26.772,30.723,42.942,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,19.0,30.0,100.016,26.215,30.594,43.207,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,20.0,31.0,99.977,26.262,30.789,42.926,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,21.0,32.0,99.799,26.198,30.662,42.939,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,23.0,34.0,100.185,26.291,30.552,43.342,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,24.0,35.0,99.48,26.407,30.29,42.783,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,25.0,36.0,99.551,26.468,30.285,42.798,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,26.0,37.0,99.606,26.342,30.306,42.958,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,27.0,38.0,100.111,26.365,30.884,42.862,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,28.0,39.0,99.616,26.153,30.091,43.372,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,29.0,40.0,99.591,26.116,30.593,42.882,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,30.0,41.0,100.557,26.3,31.333,42.924,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,31.0,42.0,99.127,26.152,30.113,42.862,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,32.0,43.0,101.151,26.347,30.691,44.113,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,35.0,46.0,100.983,27.8,30.164,43.019,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,36.0,47.0,99.88,26.586,30.248,43.046,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,37.0,48.0,100.227,26.179,30.484,43.564,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,38.0,49.0,99.462,25.877,29.944,43.641,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,39.0,50.0,98.523,26.09,30.068,42.365,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,40.0,51.0,99.014,26.099,30.095,42.82,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,42.0,53.0,98.959,26.227,30.218,42.514,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,43.0,54.0,99.076,26.347,29.989,42.74,True,R02_China_PER_S2,35
R02_China,PER,Cadillac,2.0,HARD,44.0,55.0,98.898,26.235,29.94,42.723,True,R02_China_PER_S2,35
R02_China,RUS,Mercedes,1.0,MEDIUM,2.0,2.0,98.075,26.022,29.719,42.334,True,R02_China_RUS_S1,8
R02_China,RUS,Mercedes,1.0,MEDIUM,3.0,3.0,98.125,25.645,29.98,42.5,True,R02_China_RUS_S1,8
R02_China,RUS,Mercedes,1.0,MEDIUM,4.0,4.0,97.093,25.403,29.242,42.448,True,R02_China_RUS_S1,8
R02_China,RUS,Mercedes,1.0,MEDIUM,5.0,5.0,97.462,25.552,29.402,42.508,True,R02_China_RUS_S1,8
R02_China,RUS,Mercedes,1.0,MEDIUM,6.0,6.0,97.375,25.979,29.391,42.005,True,R02_China_RUS_S1,8
R02_China,RUS,Mercedes,1.0,MEDIUM,7.0,7.0,97.383,25.975,29.362,42.046,True,R02_China_RUS_S1,8
R02_China,RUS,Mercedes,1.0,MEDIUM,8.0,8.0,97.266,25.949,29.355,41.962,True,R02_China_RUS_S1,8
R02_China,RUS,Mercedes,1.0,MEDIUM,9.0,9.0,97.261,25.861,29.513,41.887,True,R02_China_RUS_S1,8
R02_China,RUS,Mercedes,2.0,HARD,4.0,14.0,100.588,26.305,31.086,43.197,True,R02_China_RUS_S2,39
R02_China,RUS,Mercedes,2.0,HARD,5.0,15.0,98.91,25.968,30.345,42.597,True,R02_China_RUS_S2,39
R02_China,RUS,Mercedes,2.0,HARD,6.0,16.0,97.532,25.573,29.819,42.14,True,R02_China_RUS_S2,39
R02_China,RUS,Mercedes,2.0,HARD,7.0,17.0,96.42,25.657,29.134,41.629,True,R02_China_RUS_S2,39
R02_China,RUS,Mercedes,2.0,HARD,9.0,19.0,96.668,25.565,29.149,41.954,True,R02_China_RUS_S2,39
R02_China,RUS,Mercedes,2.0,HARD,10.0,20.0,96.617,25.365,29.318,41.934,True,R02_China_RUS_S2,39
R02_China,RUS,Mercedes,2.0,HARD,11.0,21.0,96.663,25.152,29.631,41.88,True,R02_China_RUS_S2,39
R02_China,RUS,Mercedes,2.0,HARD,12.0,22.0,96.894,25.733,29.398,41.763,True,R02_China_RUS_S2,39
R02_China,RUS,Mercedes,2.0,HARD,13.0,23.0,96.561,25.608,29.286,41.667,True,R02_China_RUS_S2,39
R02_China,RUS,Mercedes,2.0,HARD,14.0,24.0,97.445,25.578,29.504,42.363,True,R02_China_RUS_S2,39
R02_China,RUS,Mercedes,2.0,HARD,15.0,25.0,98.063,25.825,30.062,42.176,True,R02_China_RUS_S2,39
R02_China,RUS,Mercedes,2.0,HARD,16.0,26.0,97.187,25.598,29.588,42.001,True,R02_China_RUS_S2,39
